rec_id,ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
R16559285,d125586519,benjamin,matthew,johansson,m,62,31/3/1958, 642  tucks  road  whistlewood ,shoreham,3916.0,vic, 03  2130  5234 ,benjamin.johansson@gmail.com,advance-diploma,ict-technician,98050.0, 3230  2024  2928  7664 ,43,2020-04-26t17:48+00:00
R60825873,g123865078,patrick,,teti,m,18,6/9/2002, 375  commercial  road  rosebank  caravan  park ,yarram,3971.0,vic, 03  3758  7288 ,patrick48@hotmail.com,senior-secondary-school,casual-worker,0.0, 1470  0146  1514  8146 ,1,2020-05-10t14:04+00:00
R91196469,i141196996,jacky,t,ray,m,58,15/3/1959, 11  Melville  Parade , South  Perth ,6151.0,WA, 08  1060  1512 ,fttjschdge@hotmail.com,senior-secondary-school,farm-worker,10447.0, 6398  4614  4090  4971 ,40,2015-06-18T23:51+00:00
R41409793,g147939014,theresa,victoria,brown,f,61,14/6/1959, 1  duncans  road  karawatha ,meringur,3496.0,vic, 03  5732  4965 ,theresa.brown@mail.com.au,senior-secondary-school,machinary-driver,12122.0, 2398  8578  2991  2907 ,40,2018-02-27t14:44+00:00
R36991285,i139291685,kimberly,hillard,black,f,44,31/1/1976, 85  hester  street  cambrai  village ,merriwa,6030.0,wa, 08  5001  4536 ,tifrkosjjr@gmail.com,advance-diploma,other-technician,, 2669  4226  1781  3492 ,25,2020-02-04t05:28+00:00
R06788054,c107806854,charles,woodford,smith,f,30,3/7/1989, 175  Stephens  Road , Alice  Springs ,870.0,NT, 08  0428  1331 ,tiajlpfoic@mail.com,certificate-iii,other-technician,-9999.0, 6806  4855  0987  2979 ,11,2018-04-01T05:14+00:00
R55809996,h105995986,frank,nelu,mccormick,f,63,1/8/1953, 25  Kilgariff  Crescent , Alice  Springs ,870.0,NT, 08  8506  6682 ,frank.mccormick@mail.com.au,certificate-iv,engineering-worker,99154.0, 8939  3579  3919  6185 ,48,2016-06-09T01:51+00:00
R85048096,a188946005,aimee,marie,nunnally,f,51,8/12/1969, 1  donnithorne  road  willyaroo  street ,strathalbyn,5255.0,sa, 08  7325  9884 ,kcinkmqhfb@aol.com,certificate-i,personal-services-worker,79584.0, 1789  6817  8133  0669 ,32,2020-01-25t21:47+00:00
R11623430,e133106421,bryant,d,gerald,f,33,12/7/1983, 2  Artarmon  Road ,Willoughby,2068.0,NSW, 02  8304  3773 ,bryant.gerald@hotmail.com,diploma,construction-worker,, 6997  4845  9325  0427 ,18,2016-05-27T05:04+00:00
R84456126,a114864526,matthew,,bradshaw,m,45,1/1/1975, 73  riverside  terrace  corandirk , barwon  heads ,3227.0,vic, 03  5640  8806 ,ehdeonmiot@aol.com,certificate-iv,ict-technician,71711.0, 2585  3697  0671  5630 ,25,2019-11-18t24:12+00:00
R34527326,a134722563,melissa,stone,bridges,f,16,20/3/2002, 1  Williams  Road ,Uralla,2358.0,NSW, 02  8505  1979 ,bridges70@mail.com,senior-secondary-school,casual-worker,0.0, 6188  6466  1540  0718 ,1,2018-05-08T07:53+00:00
R98836239,i126893893,theodore,jamesdale,yates,f,54,6/11/1963, 12  Frangipanni  Street ,Nightcliff,810.0,NT, 08  7999  1928 ,yates61@mail.com,certificate-iv,ict-technician,, 5716  9862  8781  7296 ,38,2017-11-18T23:29+00:00
R39042358,c104289353,charles,raymond,dennie,f,73,11/3/1947, 3085  bay  street  unilodge ,broadway,2007.0,nsw, 02  5453  6846 ,dennie48@mail.com,diploma,engineering-worker,82215.0, 2642  2277  5784  9331 ,54,2020-01-09t18:03+00:00
R44720997,b124079794,holly,alison,pittman,f,9,13/6/2011, 25  brinsmead  lane  leo-villa ,leopold,3224.0,vic, 03  3135  1934 ,pittman40@aol.com,primary-school,,0.0,,0,2020-07-24t23:04+00:00
R00817885,f171058088,ralph,ray,carroll,f,55,19/1/1965, 369  green  valley  road  inglewood ,bagdad,7030.0,tas, 03  5371  6581 ,ralph.carroll@gmail.com,bachelor-degree,ict-professional,126685.0, 6376  2458  5591  1324 ,36,2020-01-07t14:50+00:00
R00774486,d164477008,shanika,amrs,collins,f,41,7/6/1979, 11  Attunga  Avenue , Pennant  Hills ,2120.0,NSW,,vanrijssen.shanika@hotmail.com,bachelor-degree,ict-professional,125593.0, 1380  2402  4778  7076 ,22,2020-11-09T03:58+00:00
R48949026,d146899420,raymond,albert,green,f,18,18/1/2000, 77  Durham  Road ,Lambton,2299.0,NSW, 02  9004  4038 ,raymond.green@hotmail.com,certificate-ii,personal-services-worker,52974.0, 0913  1299  4686  4531 ,1,2018-09-08T22:02+00:00
R20098223,b180920223,earnestine,l,alston,f,17,18/12/1999, 48  Malcolm  Street ,Erskineville,2043.0,NSW, 02  9929  1379 ,earnestine.smith@mail.com,bachelor-degree,health-professional,-9999.0, 6069  7063  5759  2647 ,2,2016-06-04T17:30+00:00
R12588292,i191222858,vanora,patricia,neely,f,72,26/2/1948, Walhalla  Road ,Tyers,3844.0,VIC, 03  2076  6399 ,vanora29@aol.com,certificate-iv,ict-technician,142090.0, 7485  7435  9352  5879 ,53,2020-06-23T05:52+00:00
R81181935,e183191158,aaron,w,atkins,f,55,23/8/1961, 20  Woollum  Street ,Rivett,2611.0,ACT, 02  9972  3187 ,aaron.lam@mail.com,advance-diploma,health-professional,-9999.0, 6010  5401  7523  2407 ,39,2015-12-06T16:01+00:00
R66527670,f106572667,stephania,debardeleben,locklear,f,13,25/7/2006, 9  Findon  Avenue , Caulfield  North ,3161.0,VIC, 03  6706  0638 ,stephania.maloof@hotmail.com,secondary-school,,0.0,,0,2019-06-21T14:03+00:00
R78556926,e176825569,ryan,matthew,richardson,f,65,8/4/1955, 4751  channel  highway  coromandel  park ,gordon,7150.0,tas, 03  8602  5258 ,ryan25@aol.com,senior-secondary-school,machinary-driver,17430.0, 3894  8249  8492  1435 ,46,2020-01-06t15:34+00:00
R24884520,a122584408,kenneth,ray,chiaramonte,m,49,19/4/1971, 64  Weston  Street ,Maddington,6109.0,WA, 08  9121  9777 ,kenneth.chiaramonte@yahoo.com,bachelor-degree,health-professional,147941.0, 3798  3621  6726  6896 ,28,2018-06-04T19:50+00:00
R74321166,e116324167,tami,,white,f,21,23/8/1999, 1  bronzewing  avenue  howard  river  park , howard  springs ,835.0,nt,,gnodctboie@mail.com.au,bachelor-degree,education-professional,81788.0, 8117  0372  5704  4838 ,2,2020-04-01t20:20+00:00
R41163095,i111605943,roxanne,paige,manning,f,22,24/4/1998, 57  page  street  fields , albert  park ,3206.0,vic, 03  1489  8046 ,manning17@yahoo.com,certificate-iv,other-technician,146306.0, 4118  7812  5863  0353 ,3,2020-05-23t03:42+00:00
R64070894,g160490748,sherrylynn,,vaughan,f,21,6/8/1999, 2  ettrick  close  villa  1 ,bomaderry,2541.0,nsw, 02  4528  2453 ,nscrmpkbag@yahoo.com,diploma,automotive-worker,94768.0, 0733  9271  8624  4194 ,2,2020-06-17t04:14+00:00
R71800262,a170182260,keith,harold,bedwell,f,58,21/4/1962, 59  port  rush  parade  raafa  estate , meadow  springs ,6210.0,wa, 08  3058  5366 ,bedwell.keith@hotmail.com,certificate-i,personal-assistant,, 5037  5115  6015  1381 ,37,2018-08-18t15:38+00:00
R61357713,e113675371,john,s,lynwood,m,42,12/2/1976, 130  Albany  Road ,Petersham,2049.0,NSW, 02  2830  3152 ,john.lynwood@gmail.com,advance-diploma,other-technician,108681.0, 1968  1611  5848  3649 ,24,2017-06-10T17:30+00:00
R78484939,a184497398,walter,author,barrow,f,8,8/2/2012, 18  batavia  court  gregory  heights ,emerald,4720.0,qld, 07  6744  3854 ,barrow.walter@mail.com,primary-school,,-9999.0,,0,2020-02-21t03:26+00:00
R05292896,f168092529,hugo,bruce,hines,m,8,30/5/2010, 11  Wharfe  Street , Woodville  South ,5011.0,SA, 08  3368  5469 ,hugo.hines@gmail.com,primary-school,,-9999.0,,0,2018-09-06T15:03+00:00
R02799507,g190057729,robert,,barber,m,75,17/1/1945, 4  bryant  close  abbey  green ,busselton,6280.0,wa, 08  5299  7874 ,,certificate-iii,construction-worker,58323.0, 4687  2734  9461  9256 ,56,2020-04-01t02:33+00:00
R38575954,c173985455,mark,elibenjamin,stamey,f,66,7/7/1954, 18  saxby  drive  saxby  park ,strathfieldsaye,3551.0,vic, 03  4665  5815 ,mark47@gmail.com,secondary-school,un-employed,1664.0, 9001  2181  4421  8080 ,47,2020-07-01t09:19+00:00
R27070617,c107716720,william,charles,yu,f,60,12/4/1958, Yea  Road ,Seymour,3660.0,VIC, 03  2472  1275 ,,certificate-iii,other-technician,134161.0, 3478  2425  8440  6479 ,43,2018-03-15T01:13+00:00
R68541234,f181534462,justin,l,mccain,f,45,23/7/1975, 1  hardcastle  road  finis  river , dundee  beach ,840.0,nt, 08  6152  8886 ,,secondary-school,cleaner,, 7764  3831  3564  7215 ,12,2006-07-06t16:30+00:00
R21844057,g151842074,jacalyn,m,sims,f,64,29/4/1956, 1  Marian-Eton  (North)  Road ,Marian,4753.0,QLD, 07  1147  5355 ,jacalyn80@mail.com.au,secondary-school,looking-for-employment,3506.0, 9938  6311  0006  7758 ,38,2013-02-16T18:34+00:00
R21990359,c192190395,donald,eugene,hargrove,m,75,9/5/1945, 43  christella  road  albion  heights ,kingston,7051.0,tas, 03  6874  0316 ,hargrove.donald@mail.com,secondary-school,shop-assistent,-9999.0, 5222  2678  9941  4210 ,56,2020-07-26t22:32+00:00
R58329685,b165828935,kenneth,w,stockwell,f,21,27/9/1999, 65  caloundra  road  empress  home  park ,caloundra,4551.0,qld, 07  9277  6685 ,stockwell84@mail.com,certificate-ii,automotive-worker,94235.0, 8054  6457  5820  2927 ,2,2020-03-02t05:19+00:00
R23123272,i127223321,julie,rose,parker,f,25,17/6/1992, 8  Charles  Crescent ,Gracemere,4702.0,QLD, 07  9238  1569 ,parker64@gmail.com,diploma,construction-worker,70647.0, 8922  3351  5186  2803 ,9,2017-02-02T23:14+00:00
R47599660,e179906465,donald,lawrence,simmons,f,63,26/1/1957, 117  mountain  straight  street  mount  panorama ,bathurst,2795.0,nsw, 02  2803  1633 ,simmons17@mail.com,bachelor-degree,legal-professional,138685.0, 6743  0845  3512  0088 ,37,2013-05-18t14:27+00:00
R15659660,d191666550,perry,e,zeller,m,21,3/3/1995, Top  Road , Greens  Beach ,7270.0,TAS, 03  7027  4312 ,perry21@mail.com,certificate-ii,construction-worker,, 0054  0725  2375  0564 ,6,2016-07-19T06:25+00:00
R93187777,b119777387,rosalynn,lynn,johnson,f,57,30/9/1960, 15  Banksia  Close ,Nhulunbuy,880.0,NT, 08  6323  5083 ,jacobs48@gmail.com,advance-diploma,ict-technician,120108.0, 6422  4963  9411  1237 ,41,2017-10-06T08:13+00:00
R77705840,e150478077,jeffrey,michael,bauer,f,28,2/6/1992, 111  albert  street  venetia ,islington,2296.0,nsw, 02  5676  9737 ,jeffrey.bauer@gmail.com,graduate-diploma,manager,167572.0, 0619  8573  3039  9777 ,6,2017-05-02t02:56+00:00
R72342998,g198943272,harvey,joseph,cieslinski,m,64,16/3/1956, 5  carrabie  street  raaf  base ,darwin,800.0,nt, 08  8457  2224 ,rfpdmtmllq@yahoo.com,secondary-school,taxi-driver,19918.0, 3091  2071  4808  9573 ,45,2020-01-06t12:27+00:00
R36853565,f136365585,william,l,buff,m,56,25/1/1964, 69  new  farms  road  amaroo ,nericon,2680.0,nsw, 02  0283  1229 ,qgggfdrnko@hotmail.com,senior-secondary-school,clerks,45448.0, 4944  0255  9599  4433 ,31,2014-08-07t19:25+00:00
R85782163,b161728853,phillip,,smith,f,17,17/12/2002, 190  Bridgemary  Crescent , Humpty  Doo ,836.0,NT, 08  0019  7753 ,smith48@mail.com.au,senior-secondary-school,casual-worker,-9999.0, 9227  6867  9006  6912 ,1,2019-06-11T14:47+00:00
R54885908,i180945858,heavenny,michelle,antrilli,f,67,16/6/1953, 190  schoolhouse  road  the  express , woori  yallock ,3139.0,vic,,antrilli.heavenny@yahoo.com,bachelor-degree,legal-professional,, 3873  0566  3667  3487 ,48,2020-01-26t17:50+00:00
R01393066,d130109366,manlin,spearman,evans,f,25,11/8/1995, 1023  port  sorell  road  bonnerdale , wesley  vale ,7307.0,tas, 03  8959  2893 ,evans.manlin@hotmail.com,secondary-school,casual-worker,6648.0, 7660  7839  4885  0316 ,6,2020-04-24t14:27+00:00
R18082426,g181860422,carl,curtis,sheets,f,24,7/1/1996, 280  north  street  st  andrews  hospital ,toowoomba,4350.0,qld, 07  8614  9050 ,sheets65@gmail.com,graduate-diploma,chief-executive,-9999.0, 9394  0181  0870  1378 ,5,2020-03-08t08:09+00:00
R74219769,h127949167,joyce,lee,dorsey,f,25,28/4/1995, 103  Fleetwood  Road ,Belli,4562.0,QLD, 07  2546  4116 ,goodwin.joyce@aol.com,graduate-diploma,legal-professional,98084.0, 6238  8006  9031  5618 ,6,2020-11-09T12:43+00:00
R42783581,d118385247,steven,brandon,shepard,f,7,15/9/2013, 9  the  esplanade  bridgeport ,darwin,800.0,nt, 08  2303  2262 ,steven70@hotmail.com,primary-school,,0.0,,0,2020-02-23t03:13+00:00
R80615032,a156201830,kaylene,johnson,robinson,f,25,2/8/1995, 26  New  York  Avenue , Warners  Bay ,2282.0,NSW, 02  2615  8911 ,kaylene.moore@hotmail.com,certificate-iii,other-technician,136851.0, 1842  6985  7243  5638 ,6,2020-03-07T19:22+00:00
R88552235,b185283552,sandra,dianne,elmore,f,59,29/6/1958, 9  Hume  Street ,Warren,2824.0,NSW, 02  2190  9517 ,igaehhnibq@mail.com,certificate-iii,ict-technician,115508.0, 1214  8093  5610  4828 ,43,2017-10-19T23:30+00:00
R49677639,b139667947,tiffany,burgess,burns,f,13,26/10/2007, 126  stanton  close  st  james  village ,heatley,4814.0,qld, 07  2826  2487 ,,secondary-school,,0.0,,0,2020-05-27t14:07+00:00
R21486058,g108842615,sherri,,gantt,f,31,20/1/1989, 39  tulip  crescent  brnia ,boronia,3155.0,vic, 03  8066  7534 ,pfiriiscro@yahoo.com,senior-secondary-school,clerical-worker,-9999.0, 0049  7487  0355  7579 ,11,2019-12-12t19:59+00:00
R76129132,b191162327,jennifer,m,wall,f,69,22/4/1951, 832  preolenna  road  the  nook ,moorleah,7325.0,tas,,,bachelor-degree,ict-professional,87656.0, 4435  3465  2824  5165 ,45,2015-10-14t03:38+00:00
R20977924,f190729427,janet,patricia,cartwright,f,64,27/11/1954, 1  Jamieson  Street ,Cardwell,4849.0,QLD, 07  4686  3586 ,cartwright.janet@aol.com,senior-secondary-school,clerical-worker,35685.0, 5327  9988  2620  3553 ,45,2016-11-18T05:56+00:00
R81566912,c119265186,paul,arnold,wylie,f,51,23/8/1969, 203  eastbourne  road  the  village  glen , rosebud  west ,3940.0,vic, 03  8344  2944 ,dtpfatkeoo@mail.com.au,certificate-ii,carer,45204.0, 2740  6950  8308  7453 ,26,2014-02-09t18:35+00:00
R82205080,c102820850,hiawatha,maxwell,hamlett,f,75,14/4/1943, 38  Lord  Street , North  Sydney ,2060.0,NSW, 02  2044  3271 ,hiawatha13@mail.com.au,bachelor-degree,ict-technician,108565.0, 1923  1019  2032  1166 ,56,2016-08-02T22:11+00:00
R53694151,i151951436,zachary,allen,meyer,m,26,1/12/1994, 11  Broadby  Close ,Spence,2615.0,ACT, 02  8630  3662 ,zachary72@mail.com,bachelor-degree,other-technician,111014.0, 5520  0721  2738  5875 ,7,2020-01-05T20:34+00:00
R48009176,f198416700,majed,thomas,tilley,f,42,2/10/1976, 43  Woonah  Street ,Chadstone,3148.0,VIC, 03  9258  2865 ,tilley.majed@yahoo.com,doctoral-degree,art-media-professional,97766.0, 8483  1175  3653  0550 ,15,2008-05-17T23:48+00:00
R29209207,d107922290,william,lee,coe,m,65,3/11/1955, 95  paxton  street  flt  1 , malvern  east ,3148.0,vic, 03  3834  2443 ,,masters-degree,legislator,148174.0, 3563  2337  0782  9732 ,45,2019-07-12t11:38+00:00
R37308211,c118273103,michael,t,vollmer,m,22,10/2/1995, 4  swamp  road  angelboro ,dunmore,2529.0,nsw, 02  1795  8906 ,vollmer92@mail.com.au,diploma,engineering-worker,75340.0, 6335  8657  6548  0749 ,6,2017-05-07T19:54+00:00
R95542430,c194452530,emory,,millikan,m,30,12/5/1987, 21  Kahibah  Road ,Umina,2257.0,NSW, 02  9884  0090 ,millikan81@mail.com,senior-secondary-school,cleaner,-9999.0, 9656  1077  5686  6571 ,13,2016-03-11T24:18+00:00
R77970884,f178747908,kas,e,may,f,39,11/2/1981, 74  townsend  road  eden  lea ,buderim,4556.0,qld, 07  7489  5299 ,kas.may@mail.com.au,certificate-ii,personal-services-worker,35171.0, 8968  7094  1944  6764 ,20,2020-04-22t23:21+00:00
R32490849,d129043948,leonid,dun,markos,f,41,27/9/1979, 7  way  drive  willow  lodge ,dandenong,3175.0,vic, 03  6758  3550 ,opqfqphkps@mail.com.au,advance-diploma,art-media-professional,125837.0, 0431  6637  9778  9560 ,22,2020-05-05t02:41+00:00
R72447816,g147782614,keith,clay,wright,f,16,21/4/2004, 1  bronzewing  avenue  howard  river  park , howard  springs ,835.0,nt, 08  4719  6146 ,keith37@aol.com,senior-secondary-school,casual-worker,, 4966  1293  6197  9491 ,3,2020-05-04t01:30+00:00
R39242167,e112967432,joseph,,quick,m,53,4/9/1967, 13  empire  bay  drive  palermo  garden , daleys  point ,2257.0,nsw, 02  7827  7525 ,fnhdlpesgk@mail.com.au,graduate-certificate,legal-professional,148060.0, 3223  5036  4953  2388 ,32,2018-01-14t09:07+00:00
R25420283,h122432850,marcia,jordan,stines,f,33,14/9/1986, 2  mort  street  capital  medical  centre , canberra  city ,2601.0,act, 02  1168  7591 ,jhmbjrldkm@mail.com,senior-secondary-school,other-labourer,-9999.0, 4201  3213  7923  7253 ,15,2019-07-05T16:36+00:00
R64755639,a196556743,zacary,,huffstetler,m,61,7/9/1959, 22  wentworth  avenue  solva , batemans  bay ,2536.0,nsw, 02  6778  9318 ,qkqhogkbqd@hotmail.com,graduate-certificate,education-professional,80997.0, 1202  1440  7374  6388 ,42,2020-02-09t20:11+00:00
R07466198,b187046961,steven,lee,shuler,f,46,19/8/1974, 54  grangewood  drive  ivanhoe ,dubbo,2830.0,nsw, 02  8476  6655 ,steven.shuler@aol.com,masters-degree,education-professional,130989.0, 5731  3479  8578  8663 ,26,2019-01-06t16:23+00:00
R63382838,a183368382,charles,daniel,geter,m,32,11/8/1987, 68  Ryland  Road ,Millner,810.0,NT, 08  2806  5625 ,charles93@hotmail.com,senior-secondary-school,machinary-driver,18000.0, 4057  2509  0346  0018 ,12,2017-02-16T04:40+00:00
R82169042,i101928246,michael,alexander,mullins,m,49,18/6/1967, 80  Emmett  Road ,Crafers,5152.0,SA, 08  4848  0901 ,,bachelor-degree,health-professional,-9999.0, 5934  2905  7949  5291 ,29,2011-04-14T13:30+00:00
R20201696,a102692061,william,shawn,watkins,f,28,21/5/1992, 1  bamboo  court  waverley  prk  estate , cranbourne  north ,3977.0,vic, 03  7772  3388 ,watkins.william@gmail.com,diploma,other-technician,106834.0, 7811  2944  4074  2428 ,9,2020-05-17t15:14+00:00
R91745361,c139546117,ethel,habich,beck,f,56,1/10/1964, 38  kyle  avenue  george  james  house ,leanyer,812.0,nt, 08  9008  0091 ,beck.ethel@mail.com.au,certificate-ii,health-support-worker,, 9475  5926  5401  2516 ,34,2017-01-24t16:50+00:00
R77811558,a175875118,shirley,shaw,brannon,f,19,22/12/2001, 404  mccoombe  street  heritage  village ,mooroobool,4870.0,qld, 07  1264  2357 ,brannon47@gmail.com,certificate-iii,ict-technician,109317.0, 5336  9781  7216  4379 ,0,2020-05-11t01:05+00:00
R41824834,c141288443,benjamin,william,mckeithan,m,29,12/8/1991, 108  sunrise  avenue  bevington  vlge ,budgewoi,2262.0,nsw, 02  0701  9439 ,mckeithan60@yahoo.com,certificate-iii,other-technician,105790.0, 0685  6951  8262  8140 ,10,2020-02-21t21:06+00:00
R98329638,i126893893,theodore,jamesdale,yates,f,57,6/11/1963, 17  florence  court  lynbardeen ,donald,3480.0,vic,,,certificate-iv,ict-technician,82425.0, 5716  9862  8781  7296 ,38,2020-03-15t04:54+00:00
R78715518,a175875118,shirley,,brannon,f,18,22/12/2001, 166  Overport  Road ,Frankston,3199.0,VIC, 03  8517  7509 ,brannon47@gmail.com,certificate-iii,ict-technician,109317.0, 5336  9781  7216  4379 ,0,2019-06-15T04:02+00:00
R14243373,d132374314,sharon,reddick,smith,f,68,15/2/1949, 48  jamiesons  road  acacia  hill ,margate,7054.0,tas, 03  7992  6541 ,sharon.smith@mail.com.au,certificate-iv,ict-technician,-9999.0, 1554  8380  8337  8304 ,43,2008-02-18T04:43+00:00
R88260000,g108806002,ruth,gayle,silvers,f,50,2/7/1970, 6  somerset  place  cheltenham  green ,prospect,7250.0,tas, 03  7459  2627 ,ruth71@aol.com,certificate-iv,ict-technician,120297.0, 4411  0883  9853  2925 ,28,2017-03-03t20:43+00:00
R65497707,g177756490,jeffrey,bernard,barbour,m,55,11/5/1965, 6  victoria  parade  tondi  cottage ,cootamundra,2590.0,nsw, 02  3641  8473 ,barbour.jeffrey@mail.com,certificate-iii,automotive-worker,, 0460  0107  1135  7752 ,36,2020-06-22t17:15+00:00
R85904272,b189247205,john,,bolick,m,7,10/9/2009, 11  Chandler  Street ,Belconnen,2617.0,ACT,,ooadpeipbc@yahoo.com,primary-school,,-9999.0,,0,2016-06-24T22:35+00:00
R11529526,b116122955,nancy,leeann,myers,f,58,29/5/1962, 362  high  street  cent  city  caravan  park , golden  square ,3555.0,vic, 03  8074  6874 ,nancy.myers@gmail.com,certificate-iv,automotive-worker,, 1718  7191  3105  4096 ,39,2020-06-01t01:22+00:00
R86080934,c100988634,victor,daniel,maxwell,m,61,9/11/1959, 538  hopewell  road  blks  500 , darwin  river ,822.0,nt, 08  9354  6245 ,aoncqlmfgf@gmail.com,diploma,other-technician,72245.0, 7707  1147  8637  2954 ,42,2020-06-02t21:31+00:00
R06299420,h120029694,james,louis,key,m,60,2/11/1960, 9  the  esplanade  bridgeport ,darwin,800.0,nt, 08  1684  8333 ,james.key@mail.com,diploma,construction-worker,85680.0, 2139  9881  5411  2616 ,40,2019-09-15t22:52+00:00
R59722692,g169527292,shanicka,shaunte,smith,f,60,14/9/1960, 85  rouse  street  hmas  apartments , port  melbourne ,3207.0,vic, 03  3434  9270 ,smith.shanicka@hotmail.com,diploma,construction-worker,58135.0, 6333  4743  1249  4912 ,41,2020-04-18t05:25+00:00
R16666425,g146166652,kathy,jones,caison,f,64,23/2/1956, 16  national  circuit  national  press  club ,barton,2600.0,act, 02  8164  4994 ,rbfpfkelab@yahoo.com,senior-secondary-school,construction-labourer,12452.0, 1348  0989  8295  9905 ,30,2005-10-27t11:18+00:00
R15273507,d113552770,boyd,ajay,bailey,m,63,25/8/1954, Upper  King  River  Road ,Cheshunt,3678.0,VIC,,bailey.boyd@mail.com.au,senior-secondary-school,machinary-driver,, 0124  8323  0744  3652 ,47,2017-02-21T21:44+00:00
R70521723,f135272710,timothy,,wiggs,f,13,2/9/2007, 27  cockcroft  avenue  goodwin  village ,monash,2904.0,act, 02  0552  6702 ,wiggs78@mail.com.au,secondary-school,,0.0,,0,2020-04-14t14:43+00:00
R37015648,g116745803,ashley,,dedeyn,f,38,2/5/1982, 1  oenpelli  street  community  oenpelli ,oenpelli,822.0,nt, 08  5629  7019 ,ashley.dedeyn@aol.com,advance-diploma,ict-technician,141358.0, 8872  2074  4157  4191 ,19,2020-05-24t14:43+00:00
R74202962,a179202642,louise,cope,hedgepeth,f,53,30/5/1964, 26  Cook  Street , North  Ward ,4810.0,QLD,,louise.hedgepeth@mail.com,certificate-iv,other-technician,, 8394  7425  4073  1027 ,37,2017-08-05T02:49+00:00
R74362471,f174126437,jeremy,dupree,morgan,f,12,27/12/2008, 9  lochinvar  place  st  agnes  village , port  macquarie ,2444.0,nsw, 02  1255  9025 ,morgan18@yahoo.com,secondary-school,,0.0,,0,2020-04-13t11:08+00:00
R17007423,h137721040,lovell,robert,horne,f,42,3/1/1978, 206  back  eildon  road  glengarry ,thornton,3712.0,vic, 03  4836  1337 ,lovell59@mail.com,certificate-ii,construction-worker,63760.0, 4670  8879  4655  3389 ,23,2020-04-08t04:21+00:00
R20055139,d150192035,gabe,lee,forney,m,21,18/2/1998, 53  Gardenia  Street ,Proserpine,4800.0,QLD, 07  1306  5766 ,gabe.forney@mail.com,advance-diploma,health-professional,-9999.0, 9796  0210  1822  1263 ,3,2019-03-08T19:32+00:00
R88747097,f178747908,kas,,goodsell,f,37,11/2/1981, 12  Wooli  Road ,Yamba,2464.0,NSW, 02  7740  3161 ,kas.may@mail.com.au,certificate-ii,personal-services-worker,35171.0, 8968  7094  1944  6764 ,20,2018-09-02T18:53+00:00
R65368963,i163385696,brian,lee,speigle,m,47,1/10/1973, 155  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486.0,nsw, 02  4293  0446 ,brian.speigle@hotmail.com,advance-diploma,other-technician,124014.0, 1588  3077  8567  2740 ,26,2018-03-12t15:05+00:00
R05783614,e175014863,antonio,j,fleming,m,50,29/3/1970, 87  parker  street  bellevue  garden , port  macquarie ,2444.0,nsw,,rhapfopelb@yahoo.com,doctoral-degree,health-professional,145215.0, 6443  5605  3549  0635 ,31,2020-07-11t19:48+00:00
R46631033,c133616304,keosha,felice,bean,f,42,10/2/1977, 6  Foelsche  Street ,Darwin,800.0,NT, 08  6560  6619 ,keosha100@mail.com.au,graduate-diploma,manager,137507.0, 4664  3606  9560  3024 ,23,2018-08-01T05:23+00:00
R42259983,h193892254,donn,lee,pollack,f,23,18/1/1997, 80  myers  street  st  johnof  god  hospital ,geelong,3220.0,vic, 03  1141  0056 ,donn.pollack@hotmail.com,secondary-school,looking-for-employment,3546.0, 3549  5927  9696  8252 ,4,2020-01-27t24:12+00:00
R23489424,c139842442,jacob,,criscuolo,f,74,14/4/1944, Leakes  Road ,Rockbank,3335.0,VIC, 03  0978  8381 ,jacob48@hotmail.com,graduate-certificate,manager,, 2044  7820  6998  3931 ,56,2017-12-27T18:34+00:00
R57399105,a197510593,stephen,launius,wilson,m,26,16/3/1994, 1  emerald  street  edinglassie  retirement  village , emu  plains ,2750.0,nsw, 02  5143  4680 ,wilson46@mail.com.au,graduate-diploma,legislator,-9999.0, 5531  7322  5378  9694 ,6,2019-04-09t04:59+00:00
R25540953,g120355954,italino,michael,dunn,f,52,11/5/1967, 33  Reynolds  Avenue ,Bankstown,2200.0,NSW, 02  9887  0091 ,dunn.italino@aol.com,doctoral-degree,manager,138588.0, 7041  0369  3261  4318 ,28,2013-12-17T21:08+00:00
R30772737,e172730773,laurie,m,crothers,f,52,6/2/1965, Wheewall  Road ,Noonamah,837.0,NT, 08  2661  6641 ,crothers78@yahoo.com,senior-secondary-school,farm-worker,18247.0, 5237  7905  0993  2045 ,33,2014-11-21T02:52+00:00
R33996773,g173393769,reecee,deandre,deaver,m,64,1/6/1952, 65  Bloomfield  Street , Alice  Springs ,870.0,NT, 08  0548  9441 ,prefjidkna@gmail.com,certificate-iii,ict-technician,130987.0, 9324  3005  7951  4036 ,49,2016-11-23T23:16+00:00
R10553643,a165403153,dale,eugene,chale,m,16,4/5/2004, 6  Guy  Court ,Horsham,3400.0,VIC, 03  1531  7706 ,chale.dale@gmail.com,senior-secondary-school,casual-worker,-9999.0, 1833  5027  8519  4046 ,3,2020-09-11T04:51+00:00
