ssn,first_name_education,middle_name_education,last_name_education,gender_education,current_age,birth_date_education,street_address_education,suburb_education,postcode_education,state_education,phone_education,email_education,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,first_name_medical,middle_name_medical,last_name_medical,gender_medical,age_at_consultation,birth_date_medical,medicare_number,street_address_medical,suburb_medical,postcode_medical,state_medical,phone_medical,email_medical,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
f112344540,meredith,,best,f,63,13/5/1957, 25  booyoolie  street  caltowie ,laura,5480.0,sa, 08  3187  6163 ,meredith.best@hotmail.com,diploma,other-worker,-9999.0, 5380  7375  5955  1557 ,43,2019-05-09t14:38+00:00,meredith,thi,best,f,58,13/05/1957, 4827  10723  1  1 , 52  the  esplanade  aprt  1503 , surfers  paradise ,4217.0,qld,,meredith.best@hotmail.com,married-de-facto,165,126,46,73,179,0,fall,2015-01-15t17:34+00:00
e153555427,james,chandler,watlington,m,26,14/6/1994, 39  victoria  avenue  northpoint ,toukley,2263.0,nsw, 02  9232  6707 ,james53@gmail.com,diploma,other-technician,106482.0, 3588  9097  4187  4462 ,5,2018-11-11t09:08+00:00,james,chandler,watlington,m,19,14/06/1994, 3334  11465  2  3 , 17  boldrewood  court  araluen ,dulcot,7025.0,tas,,james53@gmail.com,married-de-facto,168,75,26,82,206,0,fall---(tripped-over-cords)-resulting-in-some-soreness,2013-06-05t08:23+00:00
i125110417,tonescia,victor,hodges,f,33,27/4/1987, 29  burke  &  wills  track  the  burke ,benloch,3435.0,vic, 03  2106  0990 ,tonescia43@mail.com.au,certificate-iv,other-technician,113698.0, 6939  0854  5610  8266 ,14,2020-06-14t10:48+00:00,tonescia,victor,hodges,f,28,27/04/1987, 5840  72256  2  2 , 17  florence  court  lynbardeen ,donald,3480.0,vic, 03  2106  0990 ,,not-married,170,140,48,67,62,0,rash-on-bilateral-forearms,2015-02-07t23:17+00:00
d117807889,russell,c,barnes,m,12,19/12/2008, 19  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  6170  4930 ,,secondary-school,,0.0,,0,2020-05-27t02:43+00:00,russell,c,barnes,m,9,19/12/2008, 1044  41251  2  2 , 19  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  6170  4930 ,jkikebptob@gmail.com,,136,42,22,75,178,0,depressed-mood-r/t-son's-divorce,2017-10-11t04:54+00:00
g106174264,melissa,patrice,mcneill,f,66,17/9/1952, 29  Morrow  Road , Christies  Beach ,5165.0,SA, 08  8786  2083 ,melissa87@aol.com,certificate-iii,other-worker,, 7895  5060  7918  6897 ,49,2018-11-05T12:18+00:00,melissa,patrice,morrisey,f,60,17/09/1952, 5192  27442  2  1 , 216  philip  street  windmill  medical  centre , kin  kora ,4680.0,qld, 07  8984  2722 ,melissa87@aol.com,married-de-facto,181,137,41,69,139,0,right-hip-pain,2012-02-26t23:17+00:00
f177050756,patricia,michelle,ferrell,f,25,1/8/1994, 7  Addison  Street ,Devonport,7310.0,TAS, 03  4453  8592 ,patricia.ferrell@mail.com,certificate-iv,other-worker,-9999.0, 0611  2811  9102  4334 ,1,2013-12-07T24:16+00:00,patricia,michelle,ferrell,f,21,01/08/1994, 6914  26176  1  3 , 8  strathmore  drive  forest  grove  est ,bathurst,2795.0,nsw, 02  0131  4465 ,patricia.ferrell@mail.com,married,185,-99,21,83,148,0,scratched-cornea,2015-08-18t03:04+00:00
d133797635,clingman,marcus,beck,f,33,1/9/1987, 19  mcintyre  street  gowrie  court ,narrabundah,2604.0,act, 02  2896  7617 ,qfgbilmbfd@hotmail.com,senior-secondary-school,factory-worker,, 1228  4189  0445  2791 ,9,2015-08-20t23:11+00:00,clingman,marcus,beck,f,28,01/09/1987, 5237  79993  2  2 , 19  mcintyre  street  gowrie  court ,narrabundah,,act,,qfgbilmbfd@hotmail.com,not-married,177,93,29,73,260,0,anxiety,2015-12-16t18:17+00:00
i136722558,blanche,louise,zajac,f,51,29/11/1969, 139  highett  street  flt  173 ,richmond,3121.0,vic,,,senior-secondary-school,cleaner,16505.0, 2672  1817  3125  7490 ,32,2020-05-10t17:37+00:00,blanche,louise,zajac,f,46,29/11/1969, 5731  83117  2  2 , 2  beachmont-jardine  road  tarlington ,beechmont,4211.0,qld,,zajac.blanche@gmail.com,not-married,185,99,28,77,147,0,cough,2015-05-06t19:27+00:00
i168088529,danielle,christine,hunter,f,10,19/6/2006, 7  keith  lane  level  one , fannie  bay ,820.0,nt, 08  9822  0617 ,danielle.hunter@mail.com,secondary-school,,0.0,,0,2016-08-08T08:48+00:00,danielle,christine,hunter,f,9,19/06/2006, 2943  89312  1  3 , 7  keith  lane  level  one , fannie  bay ,820.0,nt,,,,134,39,21,75,154,0,fecal-incontinence,2015-07-17t06:13+00:00
a184534884,john,,byrd,m,54,31/8/1966, 8  allan  street  myrtle  cottage ,goodna,4300.0,qld, 07  0230  3075 ,byrd.john@mail.com,certificate-iii,ict-technician,-9999.0, 3725  2892  9521  1661 ,35,2020-06-09t16:31+00:00,john,forest,byrd,m,50,31/08/1966, 4094  64857  2  1 , 4  warneford  street  flt  2 , south  hobart ,7004.0,tas, 03  6120  2896 ,byrd.john@mail.com,married-de-facto,176,129,41,78,268,0,low-energy-due-to-acute-bronchitis,2016-07-11t04:44+00:00
g163576699,charles,emerson,white,f,13,9/6/2007, 15  Hale  Street ,Wynyard,7325.0,TAS, 03  0763  1426 ,dyson.charles@mail.com.au,secondary-school,,0.0,,0,2020-09-01T10:08+00:00,charles,emerson,dyson,f,9,09/06/2007, 1965  95033  2  2 , 138  hildebrands  road  hopeview ,leitchville,3567.0,vic,,dyson.charles@mail.com.au,,132,38,21,71,176,0,left-leg-pain,2016-12-26t23:23+00:00
f113881842,jessie,craig,riggans,m,70,19/5/1950, 5  marine  street  fetteresso , devonport  east ,7310.0,tas, 03  3408  4356 ,riggans.jessie@hotmail.com,certificate-ii,carer,39363.0, 9735  8336  2591  5202 ,51,2020-07-08t18:45+00:00,jessie,craig,riggans,m,60,19/05/1950, 7106  39079  2  2 , 6  leichhardt  terrace  leichtodd  plaza , alice  springs ,870.0,nt,,riggans.jessie.hotmail.com,married-de-facto,195,-99,32,72,200,0,ingrown-toenail-left-great-toe,2013-07-01t21:22+00:00
i112495465,shannon,d,zeak,f,19,29/8/1997, 752  Woolamia  Road ,Woolamia,2540.0,NSW, 02  5933  4843 ,,secondary-school,farm-worker,10587.0, 8878  3191  7041  0121 ,4,2016-01-02T24:53+00:00,shannon,d,zeak,f,14,29/08/1997, 2058  60514  2  2 , 205  densleys  road  boyanda ,dalyston,3992.0,vic, 03  8327  9153 ,hglmtpihta@mail.com.au,married,142,69,34,68,93,0,htn,2011-04-01t15:02+00:00
i162883156,james,,burkhart,f,7,7/1/2013, 8  kuhl  drive  racecourse  bay , port  macdonnell ,5291.0,sa, 08  5344  6649 ,burkhart52@gmail.com,primary-school,,0.0,,0,2020-07-19t01:12+00:00,james,lee,burkhart,f,7,07/01/2013, 7843  19494  2  3 , 8  kuhl  drive  racecourse  bay , port  macdonnell ,5291.0,sa, 08  5344  6649 ,burkhart52.gmail.com,,124,33,21,69,193,0,low-energy,2020-02-05t03:34+00:00
f149415746,james,,jenkins,m,30,28/9/1988, 112  O'Donnell  Street , North  Bondi ,2026.0,NSW, 02  4341  8967 ,jenkins.james@yahoo.com,certificate-i,personal-services-worker,68695.0, 4752  4961  2451  4551 ,11,2016-11-12T14:44+00:00,james,paul,jenkins,m,27,28/09/1988, 5092  82355  1  2 , 86  wagga  road  murray  vale  complex ,lavington,2641.0,nsw, 02  0429  9257 ,jenkins.james@yahoo.com,married,180,83,25,78,134,1,pelvic-fracture-due-to-fall,2015-11-08t23:02+00:00
h154421347,donald,le'sean,johnson,m,49,12/1/1968,,Junabee,4370.0,QLD, 07  2039  4579 ,johnson74@yahoo.com,graduate-diploma,legislator,, 8302  3270  6389  7293 ,32,2016-01-26T01:22+00:00,donald,le'sean,johnson,m,43,12/01/1968, 4760  89076  2  2 , 912  kangaroo  valley  road  indooroopilly ,bellawongarah,,nsw,,johnson74@yahoo.com,married,199,124,31,75,212,0,testosterone-deficiency,2011-01-26t19:11+00:00
h193856302,norma,tahcha,grimsley,f,57,15/5/1963, 50  bird  street  brooker  court ,montello,7320.0,tas, 03  4007  7863 ,norma.grimsley@hotmail.com,certificate-iii,other-technician,146523.0, 8912  3120  1581  1521 ,38,2020-01-06t05:12+00:00,norma,tahcha,grimsley,m,52,15/05/1963, 7240  61701  1  2 , 5  inlet  street  shallow ,yanakie,3960.0,vic,,norma.grimsley.hotmail.com,married-de-facto,197,-99,26,78,149,0,ankle-swelling,2016-10-13t11:51+00:00
g114287267,nicole,l,yorko,f,38,12/9/1982, 19  Lea  Road , Mulgrave  East ,3170.0,VIC, 03  6032  7046 ,yorko52@yahoo.com,senior-secondary-school,other-labourer,, 3240  7788  3883  9873 ,19,2020-11-23T10:46+00:00,nicole,l,yorko,f,36,12/09/1982, 8398  85551  2  2 , 148  upper  hilton  road  sedbury ,claremont,7011.0,tas, 03  6254  0087 ,yorko52@yahoo.com,married,175,107,34,70,220,0,aortic-insufficiency,2018-12-18t19:09+00:00
c131996972,marie,laflora,terraglio,f,22,31/3/1996, 43  Carroll  Crescent , Glen  Iris ,3146.0,VIC, 03  0737  0859 ,marie37@yahoo.com,senior-secondary-school,taxi-driver,18221.0, 7333  5856  8594  4910 ,5,2018-01-26T16:49+00:00,marie,laflora,terraglio,m,18,31/03/1996, 1840  48456  2  2 , 1  bergen  crescent  ashleigh  house ,sale,3850.0,vic, 03  7236  4152 ,marie37.yahoo.com,married,194,131,34,77,144,0,vertigo,2017-08-20t02:26+00:00
i157228204,daniel,scott,glasbrook,m,56,15/11/1961, 37  Bunyarra  Drive , Emu  Plains ,2750.0,NSW, 02  1214  0882 ,glasbrook.daniel@mail.com,senior-secondary-school,taxi-driver,, 5758  9238  5706  8160 ,40,2017-03-23T12:09+00:00,daniel,scott,glasbrook,m,50,15/11/1961, 3432  92766  2  2 , 784  gan  gan  road  middle  rock  cvan  p , anna  bay ,2316.0,nsw, 02  0661  5256 ,,married-de-facto,176,-99,43,79,230,0,fall,2014-08-02t01:49+00:00
e196687227,nancy,harris,jones,f,19,2/9/2001, 925  nepean  highway  cons  hospital ,mornington,3931.0,vic, 03  8808  0131 ,idclgdocik@hotmail.com,advance-diploma,ict-technician,130168.0, 2731  0174  8957  8693 ,0,2020-05-11t03:39+00:00,nancy,harris,jones,f,14,02/09/2001, 2541  60990  2  3 , 925  nepean  highway  cons  hospital ,mornington,3931.0,vic, 03  8808  0131 ,idclgdocik.hotmail.com,not-married,180,74,22,74,202,0,wandering,2018-07-05t08:03+00:00
b172907513,dana,harold,krueger,m,43,24/3/1976, 8  allan  street  myrtle  cottage ,goodna,4300.0,qld, 07  9765  9518 ,krueger57@mail.com.au,diploma,other-worker,73799.0, 3314  2817  3738  1154 ,25,2019-07-12T16:57+00:00,dana,harold,krueger,m,38,24/03/1976, 7449  79272  2  1 , 8  allan  street  myrtle  cottage ,goodna,4300.0,qld, 07  9765  9518 ,krueger57@mail.com.au,not-married,187,147,42,79,193,0,mri-finding,2014-11-12t09:07+00:00
e109247723,pelaura,larkin,alexander,f,72,6/5/1944, 1  Finniss  Crescent ,Narrabundah,2604.0,ACT,,pelaura33@gmail.com,bachelor-degree,re-tired,0.0, 7382  5136  1007  8993 ,45,2016-10-05T19:48+00:00,pelaura,larkin,alexander,f,68,06/05/1944, 4168  51678  2  1 , 12  albermarle  place  cameray  court ,phillip,2606.0,act,,pelaura33@gmail.com,married,169,69,24,71,209,0,drowsiness,2012-03-13t16:05+00:00
e113527223,charman,bible,lindley,f,33,13/9/1987, 1  wodonga-yack  road  sec  h ,yackandandah,3749.0,vic, 03  9457  0990 ,lokjspojmf@mail.com.au,diploma,engineering-worker,, 8390  8926  2883  3851 ,14,2020-02-01t08:35+00:00,charman,bible,lindley,f,28,13/09/1987, 4669  63714  1  2 , 1290  skipton  road  lismore  road , mount  bute ,,vic, 03  9457  0990 ,,married,199,69,17,80,47,0,fibula-fracture,2015-12-05t01:23+00:00
h168519901,jeffrey,keith,burns,m,28,14/2/1990, 12  Telegraph  Terrace , Alice  Springs ,870.0,NT, 08  6437  1990 ,burns14@gmail.com,doctoral-degree,chief-executive,118093.0, 6668  6319  0358  0621 ,10,2017-10-23T04:16+00:00,jeffrey,keith,burns,m,30,14/02/1990, 5860  90062  2  1 , 7  st  john  square  village  on  the  green ,launceston,7250.0,tas, 03  0877  5544 ,burns14@gmail.com,married,180,133,41,78,185,0,low-blood-sugar,2020-04-23t14:29+00:00
i111605943,roxanne,paige,manning,f,22,24/4/1998, 57  page  street  fields , albert  park ,3206.0,vic, 03  1489  8046 ,manning17@yahoo.com,certificate-iv,other-technician,, 4118  7812  5863  0353 ,3,2020-05-23t03:42+00:00,roxanne,paige,manning,f,14,24/04/1998, 8409  83783  1  3 , 296  brunswick  street  upstrs  appt ,fitzroy,3065.0,vic,,manning17@yahoo.com,not-married,170,56,19,74,172,0,short-of-breath,2012-09-27t19:02+00:00
i199840951,evan,maston,bruno,f,24,3/4/1996, 42  borenore  lane  kenvale ,borenore,2800.0,nsw, 02  1588  8711 ,,advance-diploma,art-media-professional,103367.0, 4496  1676  9466  2010 ,5,2020-04-02t07:41+00:00,evan,maston,bruno,f,22,03/04/1996, 4352  69591  2  3 , 42  borenore  lane  kenvale ,borenore,2800.0,nsw, 02  1588  8711 ,bruno50@hotmail.com,married,194,75,19,74,181,0,depressed-mood,2018-12-19t16:05+00:00
c141857741,leon,lavar,gentles,f,43,12/8/1975, 46  Hudson  Parade ,Clareville,2107.0,NSW, 02  9580  9204 ,gentles88@mail.com,certificate-iii,automotive-worker,72021.0, 8163  7886  2828  0033 ,24,2016-06-08T02:32+00:00,leon,lavar,gentles,f,39,12/08/1975, 7411  89009  2  1 , 3  kingfisher  parade  newhaven  court , north  rockhampton ,,qld, 07  8853  4567 ,gentles88@mail.com,married-de-facto,194,113,30,70,250,0,increased-arthritic-pain,2014-09-22t06:29+00:00
d178449526,phear,c,patterson,m,43,5/11/1977, 12  wills  street  skerman  chambers ,townsville,4810.0,qld,,phear36@mail.com,certificate-iv,other-worker,, 3022  5531  4708  0056 ,23,2019-05-18t19:57+00:00,phear,c,patterson,f,38,05/11/1977, 8703  31539  1  1 , 153  esplanade  street  guest  hse ,cairns,4870.0,qld,,phear36@mail.com,not-married,178,82,25,76,160,1,torn-left-miniscus,2015-02-01t11:51+00:00
g180411896,cephus,gray,scales,f,44,9/10/1976, 48  david  low  way  harbourside  resort ,diddillibah,4559.0,qld, 07  8609  9419 ,rpqpmkarec@aol.com,certificate-i,other-clerical-worker,49916.0, 9212  3949  8212  3440 ,24,2019-10-20t23:19+00:00,cephus,gray,scales,f,42,09/10/1976, 8091  75379  2  1 , 48  david  low  way  harbourside  resort ,diddillibah,4559.0,qld, 07  8609  9419 ,rpqpmkarec.aol.com,not-married,196,90,23,75,118,0,basal-cell-removed,2019-03-02t03:30+00:00
c107806854,charles,woodford,leavister,f,31,3/7/1989, 2985  gold  coast  highway  genesis  luxury  ap , surfers  paradise ,4217.0,qld,,tiajlpfoic@mail.com,certificate-iii,other-technician,130973.0, 6806  4855  0987  2979 ,11,2019-01-15t22:57+00:00,charles,woodford,leavister,f,30,03/07/1989, 5675  66968  2  2 , 2985  gold  coast  highway  genesis  luxury  ap , surfers  paradise ,4217.0,qld, 07  3238  6742 ,tiajlpfoic@mail.com,married,185,131,38,69,201,0,abdominal-discomfort,2019-11-25t15:37+00:00
i137740942,toney,r,harrington,f,57,12/4/1962, 9  Portland  Street , Hyde  Park ,4812.0,QLD, 07  3104  1287 ,,certificate-iii,other-worker,51174.0, 2025  9977  4355  7625 ,39,2019-04-23T12:34+00:00,toney,r,harrington,f,56,12/04/1962, 2024  97515  1  2 , 59  franklin  street  canberra  medical  ecology  centre ,forrest,2603.0,act,,,not-married,177,89,28,85,186,1,abdominal-discomfort,2018-01-20t02:18+00:00
d175218850,lawrence,scott,hobbs,m,20,16/3/1997, 4  Stroud  Place ,Belrose,2085.0,NSW, 02  2697  0271 ,lawrence.hobbs@mail.com.au,senior-secondary-school,clerks,48292.0, 1354  3777  6325  3534 ,4,2017-11-11T23:31+00:00,lawrence,scott,hobbs,m,21,16/03/1997, 8092  64084  2  3 , 67  high  street  bethany ,macarthur,,vic, 03  4329  7032 ,,not-married,182,61,18,71,200,0,nausea,2018-05-08t04:31+00:00
i173124100,justin,,hendrix,m,35,5/8/1985, 80  the  esplanade  colonial  townhouse ,darwin,800.0,nt, 08  3012  2271 ,hendrix46@hotmail.com,certificate-i,health-support-worker,69036.0, 7332  1154  9906  1749 ,16,2020-01-10t13:48+00:00,justin,pirie,hendrix,m,29,05/08/1985, 1001  53856  2  1 , 80  the  esplanade  colonial  townhouse ,darwin,,nt,,,married,184,87,25,83,210,0,pericardial-effusion,2014-07-18t05:27+00:00
c189308656,david,anthony,burdette,m,74,25/10/1946, 171  south  west  rocks  road  hampden  hall ,kempsey,2440.0,nsw, 02  8488  8917 ,attkhlhbnp@gmail.com,diploma,ict-technician,, 7916  6727  5698  0446 ,55,2020-03-02t17:56+00:00,david,anthony,burdette,m,72,25/10/1946, 2241  46033  2  1 , 171  south  west  rocks  road  hampden  hall ,kempsey,2440.0,nsw, 02  8488  8917 ,attkhlhbnp@gmail.com,not-married,166,56,20,83,166,0,death-due-to-cerebral-hemorrhage,2018-09-04t02:36+00:00
a184534884,john,,byrd,m,54,31/8/1966, 8  allan  street  myrtle  cottage ,goodna,4300.0,qld, 07  0230  3075 ,,certificate-iii,ict-technician,78275.0, 3725  2892  9521  1661 ,35,2020-06-09t16:31+00:00,john,forest,byrd,m,50,31/08/1966, 4094  64857  2  1 , 4  warneford  street  flt  2 , south  hobart ,7004.0,tas, 03  6120  2896 ,byrd.john@mail.com,married-de-facto,176,129,41,78,268,0,low-energy-due-to-acute-bronchitis,2016-07-11t04:44+00:00
d187635105,daniel,martin,lagrone,m,55,13/3/1962, 25  Earle  Place ,Page,2614.0,ACT, 02  3346  6457 ,lagrone62@yahoo.com,certificate-i,clerks,, 9756  6952  3654  5420 ,39,2017-07-03T12:23+00:00,daniel,martin,lagrone,m,52,13/03/1962, 4633  12828  1  2 , 10  north  burrabadine  road  grandview ,dubbo,2830.0,nsw, 02  4895  6580 ,lagrone62@yahoo.com,married,187,139,39,80,134,0,rheumatoid-arthritis,2014-05-17t01:57+00:00
e198011118,edward,christopher,wallace,m,55,10/10/1965, 4515  princes  highway  plainbrook ,birregurra,3242.0,vic, 03  8910  0947 ,wallace.edward@yahoo.com,bachelor-degree,ict-professional,, 8478  7294  3537  0793 ,35,2019-12-27t09:42+00:00,edward,christopher,wallace,f,54,10/10/1965, 3840  25052  1  2 , 4515  princes  highway  plainbrook ,birregurra,3242.0,vic, 03  8910  0947 ,wallace.edward@yahoo.com,married-de-facto,174,94,31,79,212,0,urinary-tract-infection,2019-01-25t13:08+00:00
f184037772,takoma,amani,dentler,f,44,10/2/1976, 1  new  england  highway  mcdougall  hill ,singleton,2330.0,nsw, 02  9716  9446 ,dbafniqgpf@mail.com.au,certificate-ii,automotive-worker,94839.0, 9633  0828  8039  2244 ,25,2020-02-13t09:09+00:00,takoma,amani,dentler,f,40,10/02/1976, 4230  19560  2  1 , 3  bedford  street  flt  2 , north  melbourne ,3051.0,vic,,dbafniqgpf.mail.com.au,married-de-facto,190,121,33,81,161,0,left-shoulder-pain,2016-01-04t03:30+00:00
c127127001,dustin,mack,wideman,m,11,6/10/2009, 69  green  street  roydale ,tamworth,2340.0,nsw, 02  5812  4217 ,dustin.wideman@hotmail.com,primary-school,,0.0,,0,2020-01-23t12:29+00:00,dustin,mack,wideman,m,10,06/10/2009, 5341  96249  2  2 , 69  green  street  roydale ,tamworth,2340.0,nsw,,dustin.wideman@hotmail.com,,130,46,27,78,161,0,depressed-mood,2019-04-10t18:11+00:00
b184051848,mary,renita,voss,f,49,25/8/1968, 9  Lever  Court ,Glenorchy,7010.0,TAS, 03  4059  2146 ,dptgkkkisi@hotmail.com,bachelor-degree,health-professional,93805.0, 6226  1252  4903  4855 ,30,2014-04-27T18:46+00:00,mary,renita,jackson,f,44,25/08/1968, 4505  17821  2  1 , 1  tweed  street  broadwater  village , tweed  heads  south ,,nsw,,dptgkkkisi@hotmail.com,not-married,179,143,44,74,148,0,dizziness,2012-10-10t10:22+00:00
e114074257,angela,hannah,rhinehardt,f,77,26/8/1943, 5  daytons  drive  kelara ,ranelagh,7109.0,tas,,rhinehardt.angela@mail.com.au,diploma,other-technician,115870.0, 3191  7348  7776  2356 ,56,2018-08-19t13:34+00:00,angela,hannah,rhinehardt,f,69,26/08/1943, 9794  66115  1  1 , 5  daytons  drive  kelara ,ranelagh,,tas, 03  4550  4025 ,,married-de-facto,167,126,45,74,152,0,osteoarthritis-right-knee-&-elbow,2015-12-25t22:54+00:00
f172740830,michael,goddfrey,jones,m,17,25/3/2003, 11  james  street  the  range  shoppingcntr ,toowoomba,4350.0,qld,,tjfhhqglmm@mail.com.au,senior-secondary-school,casual-worker,0.0, 6215  7159  3283  0459 ,2,2020-05-04t02:05+00:00,michael,goddfrey,jones,m,11,25/03/2003, 3782  33124  2  2 , 409  chevallum  road  meadowlands ,chevallum,4555.0,qld, 07  4363  1163 ,tjfhhqglmm@mail.com.au,,139,39,20,71,106,0,depression,2014-09-24t02:15+00:00
h188029046,mika,latoya,rimmer,f,67,27/9/1953, 135  south  terrace  rowethorpe ,bentley,6102.0,wa,,nlnqbaonjr@aol.com,secondary-school,cleaner,15721.0, 4693  1355  0481  7175 ,48,2020-03-18t18:46+00:00,mika,latoya,rimmer,f,60,27/09/1953, 7018  20660  2  1 , 43  goodooga  drive  palm  lake  resort ,bethania,4205.0,qld, 07  8085  8828 ,,married,184,115,33,77,220,0,hypothroidism,2013-07-20t19:38+00:00
d135027764,shirley,ann,mcclure,f,31,15/2/1989, 1  lanyana  way  noosa  professional  centre , noosa  heads ,4567.0,qld, 07  3551  5719 ,shirley71@aol.com,certificate-i,carer,54721.0, 6006  2967  0067  4167 ,6,2014-07-05t03:20+00:00,shirley,ann,mcclure,f,31,15/02/1989, 9163  86090  2  1 , 1  lanyana  way  noosa  professional  centre , noosa  heads ,4567.0,qld,,shirley71@aol.com,not-married,197,99,25,76,228,0,insomnia,2020-07-07t12:55+00:00
b191162327,jennifer,m,wall,f,69,22/4/1951, 3  Isler  Street ,Gladesville,2111.0,NSW, 02  7723  5808 ,,bachelor-degree,ict-professional,87656.0, 4435  3465  2824  5165 ,45,2015-02-14T09:08+00:00,jennifer,m,wall,f,68,22/04/1951, 4620  96769  2  1 , 832  preolenna  road  the  nook ,moorleah,7325.0,tas, 03  8155  5989 ,wall50@hotmail.com,married-de-facto,181,-99,35,68,206,0,intestinal-infection,2019-11-03t19:51+00:00
g101057958,scott,morton,hester,m,67,24/8/1953, 1  baystone  court  unt  2 ,traralgon,3844.0,vic,,hester97@mail.com,certificate-iii,ict-technician,75626.0, 8970  0847  5469  9998 ,46,2018-09-06t18:53+00:00,scott,morton,hester,m,60,24/08/1953, 7259  76543  2  2 , 50  felspar  street  karinya  cottage  homes ,narrogin,6312.0,wa, 08  4811  9660 ,hester97@mail.com,married,173,57,19,80,162,0,productive-coughing,2013-04-09t19:27+00:00
b104022220,beverly,nachae,oxendine,f,65,20/8/1951, 3  Hurford  Street , Hamilton  Hill ,6163.0,WA, 08  9473  7987 ,beverly.oxendine@yahoo.com,advance-diploma,ict-technician,-9999.0, 0671  2608  7879  8231 ,50,2016-05-25T11:23+00:00,beverly,nachae,oxendine,f,67,20/08/1951, 1723  89196  2  1 , 258  spring  street  yukana  retirement  vlge ,toowoomba,4350.0,qld,,,divorced,180,58,17,77,169,0,insomnia,2018-04-27t21:57+00:00
h111164853,larry,calvin,funderburk,f,32,10/4/1988, 2  houtmans  street  joseph  cook  hostel ,rossmoyne,6148.0,wa, 08  7085  9783 ,,graduate-diploma,manager,130487.0, 8010  5761  8357  4515 ,13,2020-07-17t19:09+00:00,larry,,funderburk,m,26,10/04/1988, 9572  91661  1  1 , 84  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa,,,separated,172,58,19,73,217,0,uti,2014-09-23t09:08+00:00
i197938986,kevin,edward,carrick,m,44,27/2/1975, 42  Rigg  Street ,Woree,4868.0,QLD, 07  5467  3178 ,carrick.kevin@mail.com,certificate-i,other-service-worker,, 9892  8101  5580  3049 ,23,2016-03-05T12:47+00:00,kevin,,carrick,m,44,27/02/1975, 2483  47328  2  1 , 196  discovery  drive  the  anchorage , tweed  heads ,2485.0,nsw, 02  2350  9697 ,,married,197,81,20,74,175,0,angina,2019-09-07t13:08+00:00
d111785876,wendi,leslie,hobbs,f,67,29/10/1953, 16  fredbert  street  aldersgate  house-s ,leichhardt,2040.0,nsw,,,graduate-certificate,legislator,165892.0, 5726  0778  0644  8462 ,44,2016-12-04t23:01+00:00,wendi,leslie,hobbs,f,63,29/10/1953, 2274  38105  1  1 , 16  fredbert  street  aldersgate  house-s ,leichhardt,2040.0,nsw, 02  3893  9843 ,wendi.hobbs@mail.com.au,married,174,143,47,83,200,0,nausea,2016-08-26t23:58+00:00
i126287741,russell,lawerence,griffin,m,45,30/7/1975, 27  arrow  drive  hmas ,coonawarra,820.0,nt, 08  6289  9775 ,,certificate-iv,automotive-worker,52384.0, 5901  6610  5684  1588 ,25,2019-04-07t09:06+00:00,russell,lawerence,griffin,m,43,30/07/1975, 3259  90444  2  1 , 27  arrow  drive  hmas ,coonawarra,820.0,nt, 08  6289  9775 ,,married-de-facto,171,114,38,81,219,0,dizziness,2018-02-22t03:12+00:00
f184037772,takoma,,dentler,f,41,10/2/1976, 19  Kalunda  Drive ,Caboolture,4510.0,QLD, 07  6600  3410 ,dbafniqgpf@mail.com.au,certificate-ii,automotive-worker,94839.0, 9633  0828  8039  2244 ,25,2017-12-04T08:11+00:00,takoma,amani,dentler,f,40,10/02/1976, 4230  19560  2  1 , 3  bedford  street  flt  2 , north  melbourne ,3051.0,vic,,dbafniqgpf.mail.com.au,married-de-facto,190,121,33,81,161,0,left-shoulder-pain,2016-01-04t03:30+00:00
f155433330,sharon,sue,burns,f,51,17/8/1969, 8  fletcher  road  sash  ferguson  hostel , mount  barker ,5251.0,sa, 08  5984  2622 ,lfniochkbb@hotmail.com,certificate-ii,personal-services-worker,, 1537  9868  4244  9981 ,28,2016-04-18t12:56+00:00,sharon,,burns,m,47,17/08/1969, 8977  96087  2  2 , 8  fletcher  road  sash  ferguson  hostel , mount  barker ,5251.0,sa, 08  5984  2622 ,lfniochkbb@hotmail.com,married-de-facto,199,136,34,71,190,0,urinary-blockage,2016-03-20t05:18+00:00
e170516883,mary,williams,mcclure,f,73,11/8/1947, 1  wilderness  road  wallcliffe  lodge , margaret  river ,6285.0,wa, 08  1748  2408 ,mcclure94@yahoo.com,diploma,construction-worker,, 6126  5021  9840  1048 ,54,2020-04-24t04:23+00:00,mary,williams,mcclure,m,69,11/08/1947, 2790  45391  1  1 , 2  bilsden  street  kalgoorlie  vlge  caravn  park , kalgoorie  west ,6430.0,wa, 08  1748  2408 ,,married-de-facto,195,80,21,65,227,0,djd/osteoarthritis,2016-04-11t12:55+00:00
