rec_id_medical,ssn,age_at_consultation,medicare_number,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp,rec_id_education,current_age,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,first_name,middle_name,last_name,gender,birth_date,street_address,suburb,postcode,state,phone,email
rec-38088,g172660512,26, 2824  65800  2  2 ,not-married,180,65,20,84,151,0,dyspnea,2019-03-15t05:18+00:00,R06172526,27,secondary-school,construction-labourer,, 2453  4253  2831  9690 ,7,2019-10-02t05:44+00:00,nancy,agnes,cash,f,27/09/1993, 1  bronzewing  avenue  howard  river  park , howard  springs ,835.0,nt, 08  8417  6820 ,nancy53@hotmail.com
rec-2205,h143062446,45, 9629  93310  2  2 ,married,171,65,22,67,147,0,low-platelets,2016-11-05t08:17+00:00,R46064243,48,advance-diploma,health-professional,, 3614  1835  8319  4894 ,27,2010-06-08T08:19+00:00,sterling,michael,lewin,m,05/05/1968, 153  karalta  road  terragal  glen ,erina,2250.0,nsw, 08  7572  6637 ,sterling.lewin.mail.com
rec-36023,h147388871,32, 7791  11856  1  1 ,married,190,84,23,77,202,1,double-vision,2015-06-07t11:02+00:00,R14837887,37,bachelor-degree,other-technician,, 3087  4183  3183  6552 ,18,2020-03-23t04:23+00:00,elsie,lavette,baumer,f,28/11/1983, 31  cedar  creek  road  cedar  park ,belli,4562.0,qld, 02  8712  1248 ,elsie.baumer@mail.com
rec-30506,i197938986,44, 2483  47328  2  1 ,married,197,81,20,74,175,0,angina,2019-09-07t13:08+00:00,R89989376,44,certificate-i,other-service-worker,, 9892  8101  5580  3049 ,23,2016-03-05T12:47+00:00,kevin,edward,carrick,m,27/02/1975, 196  discovery  drive  the  anchorage , tweed  heads ,2485.0,nsw, 02  2350  9697 ,carrick.kevin@mail.com
rec-1296,g138866378,25, 7273  54542  1  1 ,not-married,194,67,17,77,224,0,testicular-pain,2019-07-26t01:06+00:00,R63878863,28,graduate-diploma,art-media-professional,, 7957  4388  1235  6918 ,8,2019-04-23t15:43+00:00,lucy,louise,dunne,f,20/07/1992, 30  frost  road  seawind  village , anna  bay ,2316.0,nsw, 02  0041  0307 ,dunne3.mail.com.au
rec-35119,d163007872,57, 9549  34490  1  2 ,married,179,56,17,70,199,0,pneumonia,2012-06-06t23:59+00:00,R07638702,65,certificate-iv,engineering-worker,, 3223  4690  2213  6540 ,46,2020-03-04t05:15+00:00,william,alan,long,f,23/06/1955, 200  almurta  road  heidelberg  springs , glen  forbes ,3990.0,vic, 03  0451  5864 ,william29@gmail.com
rec-6232,i177926558,27, 5182  42312  2  1 ,not-married,198,144,36,70,118,0,right-arm-and-shoulder-discomfort-related-to-fall,2015-12-01t19:52+00:00,R57258679,32,graduate-diploma,manager,, 2672  7816  6645  5347 ,13,2020-01-23t14:11+00:00,nortin,eugene,allison,m,12/09/1988, 81  invermay  road  invermay  farm ,monbulk,3793.0,vic, 03  5695  4190 ,allison83@mail.com.au
rec-46897,h154421347,43, 4760  89076  2  2 ,married,199,124,31,75,212,0,testosterone-deficiency,2011-01-26t19:11+00:00,R14724453,49,graduate-diploma,legislator,, 8302  3270  6389  7293 ,32,2016-01-26T01:22+00:00,donald,le'sean,johnson,m,12/01/1968, 912  kangaroo  valley  road  indooroopilly ,bellawongarah,4370.0,nsw, 07  2039  4579 ,johnson74@yahoo.com
rec-63839,c133456629,66, 9281  59564  2  1 ,not-married,174,116,38,74,195,0,dehydration,2018-06-16t04:06+00:00,R32645396,68,bachelor-degree,ict-professional,, 0144  4709  3812  4213 ,49,2020-03-24t17:42+00:00,ralph,quarles,holland,m,02/08/1952, 105  thacker  street  goandra , ocean  grove ,3226.0,vic, 03  1799  2948 ,ralph.holland@mail.com.au
rec-65848,i193325523,55, 4720  14210  1  2 ,married,180,94,29,79,178,0,imbalance,2019-04-12t06:31+00:00,R35295332,56,certificate-iii,automotive-worker,, 2185  9433  2716  9602 ,37,2020-07-20t22:38+00:00,mark,b,tatum,m,08/04/1964, 1  barber  avenue  nepean  private  hospital ,penrith,2750.0,nsw, 02  1496  1487 ,mark.tatum@mail.com.au
rec-13805,f176372066,50, 2285  52376  2  1 ,married-de-facto,196,129,33,72,204,0,poison-ivy,2012-10-23t09:35+00:00,R32677066,58,certificate-ii,automotive-worker,, 0736  0144  0819  7681 ,39,2020-02-24t20:42+00:00,rodney,david,lugo,m,17/05/1962, 17  inner  harbour  drive  marina  palms , patterson  lakes ,3197.0,vic, 03  5429  6205 ,lugo81@mail.com.au
rec-41752,f116397398,12, 3022  76954  2  2 ,,145,63,29,75,144,0,flu,2017-01-15t12:53+00:00,R13378996,15,secondary-school,,,,0,2020-01-15t11:17+00:00,eliza,l,dalton,f,02/12/2005, 2  museum  drive  old  timers , alice  springs ,870.0,nt, 08  3800  3362 ,eliza.dalton@mail.com.au
rec-4765,a195350400,5, 1282  47811  1  2 ,,107,19,16,79,195,0,orthostatic-hypotension,2020-03-17t18:30+00:00,R03054590,5,pre-school,,,,0,2020-05-05t24:59+00:00,graham,charles,taylor,m,20/03/2015, 13  christian  crescent  villa  2 ,forster,2428.0,nsw, 02  8916  6244 ,taylor.graham@yahoo.com
rec-27974,i132498228,17, 3530  59160  2  2 ,not-married,168,98,34,76,152,0,squamous-cell-carminoma---forehead,2013-07-21t21:24+00:00,R89223482,24,senior-secondary-school,personal-assistant,, 8034  7671  0952  2952 ,5,2020-06-21t11:22+00:00,jonathan,raymond,sellars,m,29/11/1996, 12  hampstead  road  hampstead  house ,broadview,5083.0,sa, 08  1141  4967 ,onhcdfactg@aol.com
rec-82079,d189370296,40, 3728  66652  2  2 ,married,197,119,30,72,116,0,musculoskeletal-pain,2015-02-15t03:06+00:00,R23990786,45,secondary-school,factory-worker,, 2443  3196  3543  6961 ,26,2020-01-16t09:12+00:00,raymond,scott,vaughan,f,08/04/1975, 1  warrego  highway  paddy's  park ,chinchilla,4413.0,qld,,mjmcliebct@aol.com
rec-24539,i183954829,26, 4622  66582  1  2 ,not-married,181,126,38,66,202,1,urinary-frequency,2016-04-21t22:17+00:00,R94395828,31,certificate-iii,other-worker,, 5531  1887  9344  9436 ,12,2020-01-27t21:56+00:00,margaret,phillips,aponik,f,10/09/1989, 1  neaves  road  pineview  farm ,mariginiup,6065.0,wa, 08  7423  4114 ,aponik92.aol.com
rec-50903,e139824309,32, 5881  80847  2  1 ,married-de-facto,182,147,44,76,186,0,cataract-of-left-eye,2014-06-02t07:45+00:00,R30993842,35,certificate-ii,other-worker,, 9170  9588  6975  7507 ,19,2017-10-09T24:33+00:00,matilda,deal,brooks,f,14/04/1982, 8  black  lead  road  brinjarry ,gulgong,2852.0,nsw, 02  7759  3405 ,matilda.brooks@hotmail.com
rec-55077,c123406451,29, 4833  98603  1  2 ,not-married,168,94,33,72,115,1,fall,2017-10-25t09:29+00:00,R46504321,32,certificate-ii,engineering-worker,, 6717  8521  2537  2766 ,10,2017-12-05t19:10+00:00,thomas,t,presnell,m,22/02/1988, 23  esplanade  street  white  house , somerton  park ,5044.0,sa, 08  4929  3927 ,stkdqeshpi@mail.com.au
rec-74303,e161907895,63, 3621  51061  2  2 ,married-de-facto,187,119,34,74,146,0,occasional-dizziness,2013-03-21t07:56+00:00,R01589796,70,certificate-ii,other-worker,, 6035  5394  1759  7077 ,48,2017-06-19t16:44+00:00,david,martin,miller,f,21/02/1950, 591  goovigen  road  prospect  creek ,spier,4715.0,qld, 07  7916  4450 ,david29@aol.com
rec-504,i165067003,24, 6425  53362  1  3 ,married,174,107,35,71,168,0,cellulitis-of-right-leg-laceration,2012-09-26t12:37+00:00,R35066070,32,certificate-i,clerks,, 4851  9822  5932  1829 ,10,2017-06-06t07:46+00:00,quinton,edward,linker,m,27/10/1988, 204  scott  creek  road  rmb ,heathfield,5153.0,sa, 08  7708  7856 ,etiiajnjrc@aol.com
rec-7087,i184459639,57, 8247  65553  2  1 ,divorced,188,95,26,76,130,0,hands-itch-at-night-result-in-bruise/rash,2015-02-11t03:26+00:00,R98454639,62,certificate-ii,other-service-worker,, 0484  7713  5895  0600 ,42,2019-10-27t07:46+00:00,ellen,lynn,leveritt,f,03/12/1958, 1  hobart  place  amp  building , canberra  city ,2601.0,act, 02  0390  2587 ,ellen.leveritt@mail.com
rec-84159,e164945176,31, 1531  42308  2  1 ,married,180,102,31,73,196,0,questionable-sleepwalking-(gets-up-during-the-night-ready-to-go-somewhere;-doesn't-remember-the-next-day).,2012-02-22t08:06+00:00,R46154976,39,diploma,construction-worker,, 1723  7347  1978  8055 ,16,2016-05-07t05:21+00:00,paul,sydney,harms,f,07/12/1981, 267  beaconsfield  parade  flt  6 , middle  park ,3206.0,vic, 03  7089  5557 ,paul.harms@mail.com.au
rec-90158,e165774134,53, 8949  13928  2  1 ,married,180,104,32,75,97,0,concussion-from-fall,2016-05-05t12:57+00:00,R77153644,57,graduate-diploma,legislator,, 5156  1174  8108  4058 ,38,2020-03-27t23:12+00:00,reginald,c,mccrimmon,m,26/02/1963, 1  hobart  place  amp  building , canberra  city ,2601.0,act, 02  7520  3779 ,reginald.mccrimmon@yahoo.com
rec-97674,i112904328,60, 3969  58781  1  1 ,married-de-facto,187,110,31,68,228,0,multiple-falls,2018-10-25t13:53+00:00,R02912843,62,certificate-ii,other-worker,, 9634  9977  3401  2882 ,40,2017-08-22t12:56+00:00,benjamin,clyde,freeman,f,23/10/1958, 88  belmore  street  maggs  arcade ,yarrawonga,3730.0,vic, 03  8343  1481 ,benjamin96.mail.com.au
rec-92612,e136906176,63, 6135  17870  2  1 ,married,172,74,25,76,254,0,ankle-swelling,2019-05-03t15:56+00:00,R61067693,65,bachelor-degree,education-professional,, 6863  2426  3059  6415 ,46,2020-06-02t03:01+00:00,russell,harold,gibbs,f,13/03/1955, 31  medley  street  melrose  mews ,chifley,2606.0,act, 02  0147  5890 ,gibbs.russell@aol.com
rec-3870,g172759444,32, 5068  20181  1  1 ,not-married,198,97,24,71,57,1,chronic-right-shoulder-pain,2019-06-06t17:03+00:00,R47259744,33,graduate-diploma,chief-executive,, 9840  4429  6810  3499 ,14,2020-06-19t14:57+00:00,david,randall,runyon,m,08/12/1987, 30  west  goderich  street  kanangra  hostel ,deloraine,7304.0,tas, 03  9358  8835 ,david.runyon@hotmail.com
rec-38915,h192693459,28, 7827  60736  1  2 ,not-married,194,89,23,75,190,0,dizziness--when-standing,2016-06-17t04:09+00:00,R39946295,32,certificate-ii,other-worker,, 1218  1868  3289  2661 ,11,2018-12-23t19:24+00:00,wesley,lee,sanders,m,15/02/1988, 90  baum  road  hillcrest ,ryanston,3992.0,vic, 03  7211  1209 ,sanders.wesley@hotmail.com
rec-13335,c104156958,5, 6995  44599  1  3 ,,112,28,22,74,77,0,low-energy,2020-03-24t09:20+00:00,R06451589,7,primary-school,,,,0,2020-07-05t10:48+00:00,charles,dean,myers,m,26/07/2013, 8  crozier  circuit  urambi  village ,kambah,2902.0,act, 02  9056  6133 ,dphmrgjjao.mail.com
rec-24162,g177858168,45, 1625  61164  2  2 ,married,198,110,28,88,265,0,hypoglycemia,2012-02-06t09:23+00:00,R88875176,54,secondary-school,part-time-worker,, 0837  7887  8281  3385 ,34,2019-10-19t05:03+00:00,susan,smith,giovanniello,f,08/02/1966, 7  kuralta  court  yambina  crescent ,waramanga,2604.0,act, 02  7365  3551 ,bpsrkpkdtr.hotmail.com
rec-51315,e149912313,20, 7213  28891  1  3 ,not-married,191,57,15,83,192,0,insomnia,2014-04-07t10:42+00:00,R32491913,29,certificate-ii,personal-services-worker,, 9300  7643  0565  8605 ,10,2020-07-21t17:07+00:00,robert,eugene,allen,m,15/04/1991, 16  moore  street  the  globe , civic  square ,2608.0,act, 02  2957  0187 ,allen.robert.mail.com
rec-9936,f132178512,58, 4515  87338  1  2 ,not-married,171,-99,44,75,227,0,bladder-infection,2013-02-10t07:29+00:00,R15782312,66,certificate-iii,other-technician,, 5720  6756  9081  7083 ,47,2020-05-07t11:37+00:00,edward,wayne,young,m,15/09/1954, 16  hindman  street  parkland  village , port  macquarie ,2444.0,nsw, 02  0277  4529 ,young.edward.aol.com
rec-4419,i197233799,26, 1771  98932  1  2 ,married-de-facto,178,135,42,82,217,0,irritability,2019-02-19t20:24+00:00,R92379739,29,advance-diploma,other-technician,, 9687  7672  0409  6164 ,9,2019-06-21t24:08+00:00,sarah,d,sears,f,26/08/1991, 187  the  boulevard  flt  2 ,ivanhoe,3079.0,vic, 03  7029  2966 ,sears.sarah.mail.com.au
rec-70132,h170256135,14, 1083  50582  1  2 ,,140,71,36,80,99,1,nausa-(secondary-to-hiatal-hernia),2019-04-11t07:42+00:00,R05657231,15,secondary-school,,,,0,2020-04-13t11:14+00:00,anthony,eugene,keller,f,19/08/2005, 2  eastern  court  fairway  villas , mount  coolum ,4573.0,qld, 07  0500  2985 ,keller.anthony@yahoo.com
rec-35522,a175445839,62, 1612  65329  2  2 ,married,165,136,49,74,103,0,gerd,2015-09-05t13:06+00:00,R35957484,67,graduate-certificate,ict-professional,, 1217  5084  0052  8266 ,46,2018-12-01t09:41+00:00,robert,dwayne,singletary,m,02/02/1953, 35  farm  street  eulo ,benerembah,2680.0,nsw, 02  4969  4327 ,singletary16@yahoo.com
rec-17333,b134108376,68, 8205  82449  1  1 ,married-de-facto,175,122,39,74,133,0,depression,2017-01-27t12:05+00:00,R74383610,71,graduate-certificate,education-professional,, 5413  9476  9791  3626 ,52,2020-05-16t16:50+00:00,fernando,joe,blankenship,m,07/09/1949, 1  tweed  street  broadwater  village , tweed  heads  south ,2486.0,nsw,,lnqrpjfimd@mail.com
rec-97479,g136664168,30, 6714  27976  1  1 ,married-de-facto,189,131,36,70,181,1,rash,2012-07-16t23:59+00:00,R18663646,38,senior-secondary-school,cleaner,, 9999  7177  1171  3861 ,19,2020-01-01t11:02+00:00,robert,marvin,thomas,f,19/08/1982, 120  toolebewong  road  toolebewong  cottage , badger  creek ,3777.0,vic, 03  7720  9800 ,robert71@gmail.com
rec-8929,h128125850,17, 8278  71959  1  2 ,divorced,169,64,22,74,186,0,right-pleural-effusion-secondary-to-pneumonia,2015-01-15t09:16+00:00,R52128508,22,certificate-ii,carer,, 5035  3288  8069  1204 ,3,2020-02-05t10:11+00:00,sharon,ann,jackson,f,09/03/1998, 15  lorraine  avenue  berkeley  village , berkeley  vale ,2261.0,nsw, 02  9558  1588 ,sharon.jackson@mail.com.au
rec-779,i153611177,28, 1697  36627  2  2 ,married-de-facto,188,80,22,74,189,0,depressed-mood,2015-04-03t18:38+00:00,R11356177,33,certificate-i,personal-services-worker,, 8868  1600  5776  4926 ,13,2019-06-05t24:53+00:00,alice,marie,halstead,f,22/03/1987, 161  strickland  crescent  canberra  specialist  centre ,deakin,3121.0,act, 02  0566  5009 ,halstead.alice@gmail.com
rec-81091,f180283504,35, 1292  57197  2  2 ,married-de-facto,184,142,41,79,213,0,sweating,2016-02-21t17:03+00:00,R58304802,39,bachelor-degree,ict-technician,, 5508  0910  7064  9710 ,18,2018-04-23t18:35+00:00,eric,buck,frazier,f,09/01/1981, 22  neisler  court  johanan  hse ,kawungan,4655.0,qld, 07  8949  1916 ,eric59@mail.com
rec-12739,c167400309,57, 8594  73425  2  1 ,separated,176,100,32,76,180,1,urinary-tract-infection,2013-02-27t15:02+00:00,R04007396,66,certificate-i,clerical-worker,, 8581  9867  0534  8794 ,47,2020-03-01t12:31+00:00,deborah,louise,ray,m,02/04/1954, 27  caloola  crescent  raaf  base ,darwin,800.0,nt, 08  0833  1292 ,deborah70.gmail.com
rec-40060,d112137746,61, 4792  45371  2  2 ,married,189,128,35,78,222,0,musculoskeletal-pain-r/t-chronic-low-back-problems,2013-12-13t20:28+00:00,R71136472,68,secondary-school,construction-labourer,, 2219  3635  6228  9191 ,49,2020-01-07t19:42+00:00,david,ashe,price,m,15/08/1952, 95  maidens  brush  road  adeline  vlge ,wyoming,2250.0,nsw, 02  5671  5933 ,price1@mail.com.au
rec-90986,i162548564,26, 2178  79867  2  1 ,married-de-facto,193,148,39,76,248,0,fall,2012-01-13t21:16+00:00,R84254656,34,bachelor-degree,legal-professional,, 7741  7698  7927  0077 ,15,2020-02-16t08:59+00:00,richard,russell,nolan,f,19/05/1986, 27  harbour  road  windermere  tower ,hamilton,4007.0,qld, 07  8683  1148 ,richard.nolan@yahoo.com
rec-88679,a186863234,53, 3009  65497  1  1 ,separated,182,124,37,72,192,1,blurred-vision,2014-05-14t21:07+00:00,R86323468,59,certificate-ii,automotive-worker,, 7466  4989  0050  2147 ,38,2018-01-05t05:55+00:00,connor,h,taylor,f,26/04/1961, 3  bedarra  road  resort  shopping  village , mission  beach ,2403.0,qld, 07  9483  5659 ,engqqcoelh@hotmail.com
rec-65510,c159345198,67, 2038  15612  2  1 ,married,190,108,29,76,139,0,fall,2013-04-01t23:59+00:00,R91594538,74,senior-secondary-school,taxi-driver,, 1883  9127  9187  7032 ,53,2018-08-22t18:13+00:00,christopher,e,turner,m,14/09/1946, 111  greenacre  drive  terraces  central ,arundel,4703.0,qld, 07  6911  8268 ,turner32@yahoo.com
rec-294,e109452219,51, 8942  25743  1  2 ,not-married,193,134,35,78,282,0,chest-pain,2018-08-26t15:35+00:00,R41092295,55,diploma,ict-technician,, 6555  6448  8340  8475 ,35,2019-04-13t12:22+00:00,wendy,jean,petzold,f,30/09/1965, 74  colooli  road  cutler  village ,narrabeen,2101.0,nsw, 02  2578  8399 ,gqmgdqlsaf.hotmail.com
rec-34779,d138397031,64, 1484  54304  2  2 ,not-married,166,78,28,83,144,0,rash,2016-11-15t14:01+00:00,R97338310,68,diploma,other-technician,, 6872  5701  7836  8226 ,49,2020-03-11t21:31+00:00,james,e,huffman,m,21/10/1952, 1  leskes  road  tobermory ,birdwood,5234.0,sa, 03  8329  0271 ,huffman.james@hotmail.com
rec-81791,e182438637,26, 7403  12646  2  1 ,married,196,137,35,76,192,1,nausea,2015-12-16t13:26+00:00,R37862384,31,advance-diploma,other-technician,, 1792  5227  2527  8612 ,11,2019-09-05t15:01+00:00,clifton,shane,francis,f,03/10/1989, 150  princes  highway  merrangbauer  park , lakes  entrance ,3950.0,vic, 03  7859  0456 ,francis.clifton@yahoo.com
rec-58006,i101332300,41, 2093  83687  2  2 ,not-married,173,84,28,78,166,0,stomach-virus,2015-03-07t09:10+00:00,R00233031,48,diploma,ict-technician,, 0102  4404  0842  2807 ,29,2020-05-14t24:06+00:00,lessie,laraine,turner,f,15/09/1972, 5  barrett  drive  floreat  village , alice  springs ,3325.0,nt, 08  6340  3178 ,turner.lessie.mail.com
rec-15291,a177490733,31, 5694  63074  2  1 ,not-married,185,143,41,71,195,0,cough-and-cold,2018-09-07t17:34+00:00,R34703797,33,certificate-i,carer,, 6155  4972  0966  1484 ,14,2020-05-27t02:07+00:00,shirley,victoria,harman,f,11/09/1987, 32  larch  crescent  yernga  village , mount  waverley ,3149.0,vic, 03  7403  0812 ,latrabcofl@aol.com
rec-98335,f190518003,31, 2805  95752  1  2 ,married,194,102,27,80,194,1,constipation,2020-05-13t08:54+00:00,R95100380,31,advance-diploma,health-professional,, 8926  0879  1235  3022 ,10,2018-02-22t19:47+00:00,tejendra,hugh,henry,f,03/08/1989, 97  robina  town  centre  drive  eastlake ,robina,4226.0,qld, 07  3840  1719 ,tejendra.henry@yahoo.com
rec-20499,c116924888,14, 9242  68220  2  2 ,divorced,147,81,37,78,173,0,subcutaneous-lipoma,2015-03-09t17:37+00:00,R42188869,19,secondary-school,un-employed,, 9893  2645  2865  7467 ,0,2020-07-05t14:46+00:00,jack,leon,horne,f,16/11/2001, 1439  rockley  road  koo-roo ,rockley,2795.0,nsw, 02  5551  9163 ,jack.horne@hotmail.com
rec-86678,h114318893,39, 6668  66915  1  2 ,married,172,-99,19,74,197,0,fall,2018-06-03t08:06+00:00,R18934183,41,bachelor-degree,other-technician,, 6828  0035  0457  0940 ,22,2020-07-17t15:46+00:00,romeo,lawrence,huss,m,29/01/1979, 8  evergreen  court  granny  flat ,parkwood,4214.0,qld, 07  8245  6249 ,tlpdghirgd@mail.com.au
rec-96639,d193760551,56, 7655  47406  2  1 ,not-married,183,63,18,69,222,0,dizziness,2018-04-12t02:16+00:00,R53590617,58,bachelor-degree,ict-technician,, 1957  0018  9637  6122 ,36,2017-06-01t05:07+00:00,brenton,derry,waite,f,10/06/1962, 73  milne  street  myliton ,armidale,2350.0,nsw,,waite46@mail.com
rec-25632,b177000715,9, 4149  60849  2  3 ,,134,44,24,72,137,0,death,2015-12-01t15:02+00:00,R17700750,14,secondary-school,,,,0,2020-06-26t05:37+00:00,charles,l,allen,m,12/02/2006, 22  murna  road  alloura  waters  vlge ,davistown,2251.0,nsw, 02  7505  9999 ,allen82@mail.com.au
rec-68678,a147760764,58, 7277  42837  2  2 ,married-de-facto,197,130,33,77,107,0,atrial-flutter-with-rapid-vetricular-response,2015-06-02t18:32+00:00,R07667744,66,certificate-i,secretary,, 8411  3203  7297  5071 ,47,2020-01-23t10:11+00:00,eldrice,lee,ambrovich,m,04/03/1954, 58  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 02  2326  2820 ,ambrovich.eldrice.mail.com
rec-65758,b154674892,49, 4882  33704  1  1 ,divorced,189,-99,40,79,165,1,depression-worsening,2017-09-14t12:32+00:00,R95864724,52,graduate-diploma,general-manager,, 9253  9699  5070  8253 ,33,2020-07-06t12:17+00:00,wanda,biddix,craycraft,f,15/05/1968, 115  bruce  highway  piccone  shopping  centre ,edmonton,4869.0,qld, 07  3248  1412 ,craycraft67@hotmail.com
rec-78081,e148867127,31, 5278  35563  2  2 ,married-de-facto,171,64,21,73,275,0,asymptomatic-bradycardia,2015-10-21t20:23+00:00,R42778186,36,senior-secondary-school,farm-worker,, 6628  6905  2218  2547 ,6,2009-03-21t13:50+00:00,james,dewayne,young,f,19/11/1984, 256  stenner  street  garden  settlement ,toowoomba,4350.0,qld, 07  8527  6919 ,james.young@yahoo.com
rec-39027,a190521123,52, 4156  51660  2  1 ,not-married,195,-99,20,78,203,0,left-inguinal-hernia-and-umbilical-hernia-repair,2015-11-03t24:51+00:00,R20129135,57,senior-secondary-school,machinary-driver,, 8172  9242  0367  8702 ,36,2018-10-01t21:43+00:00,devin,edward,cignetti,m,06/11/1963, 1  stottenville  road  timber  haven ,bauple,4650.0,qld, 07  4041  8732 ,qtaneojbcm@mail.com.au
rec-5430,f116955179,46, 1740  66273  1  2 ,divorced,167,121,43,72,205,0,urinary-frequency,2014-05-21t14:02+00:00,R57915196,52,graduate-certificate,education-professional,, 3553  8164  8429  8084 ,33,2020-03-18t06:30+00:00,curtis,george,olejniczak,m,04/12/1968, 40  hornsby  drive  langwarrin  villag ,langwarrin,3910.0,vic,,
rec-26683,a187382665,31, 9343  28555  1  1 ,not-married,180,97,29,72,258,0,weight-loss;-intentional,2016-01-11t07:19+00:00,R67532868,35,senior-secondary-school,secretary,, 0331  4322  5735  5673 ,16,2020-07-18t19:37+00:00,janet,lauren,richardson,f,14/01/1985, 26  balaclava  road  masada  medical  centre , st  kilda  east ,3183.0,vic, 03  7826  9934 ,richardson.janet@mail.com.au
rec-79871,c174204011,55, 5453  64235  2  1 ,not-married,178,93,29,74,184,0,fall,2016-01-02t24:16+00:00,R40014172,62,graduate-diploma,legislator,, 5135  7667  9827  7356 ,43,2020-10-16T10:04+00:00,bobby,sutton,montgomery,f,01/12/1958, 27  stephen  street  oddfellows  hall , new  norfolk ,7140.0,tas, 03  9408  3670 ,bobby.montgomery.yahoo.com
rec-18471,e169392480,45, 3694  15881  1  1 ,separated,181,62,18,71,164,0,dry-mouth-due-to-mouth-breathing,2017-01-22t05:18+00:00,R83469209,48,certificate-i,personal-services-worker,, 9257  9214  0883  5487 ,29,2020-02-21t01:03+00:00,sandra,catherine,walley,f,04/02/1972, 1  callistemon  drive  house  b ,federal,2480.0,nsw, 02  1487  4748 ,sandra.walley@yahoo.com
rec-10825,c115670435,38, 2136  33307  2  2 ,married,193,75,20,70,201,0,thyroiditis,2016-06-04t10:24+00:00,R57305461,42,certificate-iv,ict-technician,, 1326  0466  3712  2596 ,18,2015-09-23t16:46+00:00,samuel,richard,buckner,m,22/12/1978, 55  sherwood  road  commonwealth  bank  bldg ,toowong,4066.0,qld, 07  2132  1851 ,samuel92@aol.com
rec-9306,d116926587,22, 1060  96098  1  2 ,married-de-facto,178,87,27,72,166,1,sore-left-elbow,2016-01-14t11:34+00:00,R59216786,26,bachelor-degree,ict-technician,, 2918  8718  5758  2625 ,7,2020-03-19t12:19+00:00,charles,dennis,ring,m,14/08/1994, 188  windless  lane  bongaree  caravan  park , bribie  island ,4507.0,qld, 02  2334  5621 ,charles.ring@mail.com.au
rec-51558,c157328001,57, 9309  83936  1  1 ,not-married,169,70,24,81,278,0,left-knee-pain,2016-04-20t08:06+00:00,R15028037,61,advance-diploma,health-professional,, 5035  1495  1444  1805 ,40,2018-01-27t15:10+00:00,jonathan,keith,bernoudy,m,23/02/1959, 57  empire  bay  drive  nautical  vlge ,kincumber,2251.0,nsw, 02  3267  9445 ,bernoudy.jonathan@mail.com
rec-22639,a125295321,25, 8602  43703  2  3 ,married,168,119,42,78,66,0,fall,2013-07-06t04:52+00:00,R21232595,32,certificate-ii,automotive-worker,, 4973  3878  4449  3177 ,11,2018-07-21t22:30+00:00,margaret,canipe,nezami,f,14/11/1988, 9  main  road  nocton ,shelford,6102.0,vic, 03  8534  4271 ,margaret.nezami@mail.com.au
rec-95182,i120187331,20, 9879  11648  1  2 ,married,166,78,28,77,171,0,ankle-swelling,2013-05-08t23:50+00:00,R87233110,27,masters-degree,manager,, 6107  0602  5856  9391 ,8,2020-05-17t02:16+00:00,andrew,bautista,bradley,f,25/11/1993, 43  goodooga  drive  palm  lake  resort ,bethania,4575.0,qld, 07  7772  1194 ,andrew.bradley@mail.com.au
rec-95182,i120187331,20, 9879  11648  1  2 ,married,166,78,28,77,171,0,ankle-swelling,2013-05-08t23:50+00:00,R27331108,23,masters-degree,manager,, 6107  0602  5856  9391 ,8,2016-01-25T13:50+00:00,andrew,bautista,bradley,f,25/11/1993, 43  goodooga  drive  palm  lake  resort ,bethania,2041.0,qld, 07  7772  1194 ,andrew.bradley@mail.com.au
rec-3218,f174456006,57, 2178  48137  1  2 ,not-married,184,-99,27,72,170,0,syncopal-episode,2016-06-20t08:46+00:00,R75464600,61,graduate-certificate,chief-executive,, 8678  8451  5660  3324 ,42,2020-03-03t12:09+00:00,sarah,anne,wells,m,23/01/1959, 23  scardamaglia  court  strathpine  garden ,brendale,4500.0,qld, 07  2267  0442 ,sarah.wells@aol.com
rec-18276,i172839130,56, 9500  90294  2  2 ,separated,168,122,43,78,249,1,shortness-of-breath,2016-06-10t18:37+00:00,R17893302,62,certificate-ii,carer,, 8272  2030  3195  5410 ,37,2014-05-12t20:26+00:00,delia,ruby,rose,f,24/11/1958, 1  deanmore  road  villa  17 ,karrinyup,6018.0,wa, 08  9174  1326 ,rose83.gmail.com
rec-37228,b137992777,29, 5802  13602  1  1 ,married-de-facto,167,117,41,70,220,0,traumatic-hematoma-right-arm,2015-11-17t09:14+00:00,R73927977,34,certificate-iii,other-technician,, 9401  2942  7357  6988 ,14,2019-07-06t15:15+00:00,randall,scott,ruskin,m,08/05/1986, 5  dunlop  avenue  flt  2 , ascot  vale ,3032.0,vic, 03  6603  7336 ,rmkajqaqbo@hotmail.com
rec-89884,a183452221,54, 8708  59857  2  2 ,married,177,106,33,78,266,0,fall,2012-03-15t06:22+00:00,R21532842,62,graduate-diploma,ict-professional,, 7088  4566  4256  8065 ,43,2020-04-03t06:45+00:00,walter,grant,wilson,f,05/07/1958, 134  bruce  highway  bindawalla  garden ,burpengary,4505.0,qld, 07  5421  3998 ,
