ssn,age_at_consultation,medicare_number,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp,current_age,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id,first_name,middle_name,last_name,gender,birth_date,street_address,suburb,postcode,state,phone,email,calculated_bmi
i140848796,51, 5554  53031  1  1 ,married,186,-99,42,72,213,0,urinary-tract-infection,2013-07-27t13:53+00:00,58,advance-diploma,other-technician,147449.0, 2932  4641  3466  0646 ,38,2019-08-03t13:45+00:00,rec-22392,melissa,d,pool,f,07/11/1962, 13  cavenagh  street  carpentaria  house ,darwin,800.0,nt, 08  8408  4031 ,melissa.pool@aol.com,-28.61602497398543
c122772665,32, 9486  88471  1  2 ,not-married,177,-99,41,72,113,0,abnormal-scaring-status-post-surgery-(surgery-for-trigger-finger),2015-12-18t13:28+00:00,37,graduate-diploma,legal-professional,148077.0, 8827  0377  1099  7013 ,18,2020-01-04t17:52+00:00,rec-26508,john,lee,deal,m,09/01/1983, 5  barrett  drive  floreat  village , alice  springs ,800.0,nt, 08  8708  5385 ,frfaqjshql@hotmail.com,-31.600114909508758
h143753768,57, 1898  98639  1  1 ,married-de-facto,178,-99,37,73,123,0,right-knee-tenderness,2016-05-06t07:08+00:00,61,bachelor-degree,ict-professional,122987.0, 1966  1522  2441  8516 ,39,2017-07-22t16:43+00:00,rec-96162,conrad,kevin,johnson,f,11/10/1959, 43  southern  cross  drive  pacific  palms  caravn  park ,ballina,2478.0,nsw, 02  3750  0465 ,johnson14@aol.com,-31.246054791061734
c147445732,24, 7363  15767  2  2 ,not-married,170,-99,32,77,180,0,dizziness---while-walking---sat-for-5-min-and-resolved,2013-02-02t05:11+00:00,31,diploma,engineering-worker,70165.77570785696, 6208  2011  6716  0627 ,6,2014-05-23t23:10+00:00,rec-95965,william,daniel,albritton,f,05/10/1989, 4  shakespeare  street  the  shakespeare  b  &  b ,heathcote,3523.0,vic, 03  0742  9056 ,william33@aol.com,-34.256055363321806
g157254573,65, 2395  20351  1  2 ,married-de-facto,186,-99,18,81,257,0,insomnia,2016-12-12t23:32+00:00,69,certificate-iii,other-technician,147591.0, 9332  6830  0472  6601 ,47,2017-10-27t19:58+00:00,rec-88617,curtis,jacob,mulkey,f,10/04/1951, 143  lefoes  road  min  min , bli  bli ,4560.0,qld, 07  7085  7809 ,mulkey.curtis@hotmail.com,-28.61602497398543
d137625336,15, 9789  60982  2  2 ,married,168,-99,24,72,223,0,right-thumb-dislocation,2013-09-20t20:35+00:00,22,certificate-ii,other-service-worker,79562.0, 2333  5533  2099  9248 ,3,2020-03-02t22:18+00:00,rec-43707,aria,lmrs,gombar,f,03/11/1998, 5  herbert  place  tathra ,melton,3337.0,vic, 03  0050  0852 ,gombar.aria@mail.com,-35.0765306122449
e124239133,62, 2893  37769  2  2 ,married,185,-99,35,79,156,0,basal-cell---nose---l-side,2016-06-10t22:05+00:00,66,certificate-iii,other-technician,89621.94268595538, 4535  0879  6545  7901 ,47,2020-07-18t17:19+00:00,rec-17223,kathy,foss,portman,f,01/03/1954, 811  doves  crescent  henry  kendall  vlge ,wyoming,2250.0,nsw, 02  1652  5943 ,portman.kathy@gmail.com,-28.926223520818112
e158769727,20, 1188  32364  2  2 ,married,193,-99,24,76,97,0,anxiety,2014-10-24t19:48+00:00,26,senior-secondary-school,personal-assistant,20421.390775009306, 4515  1923  9360  4039 ,5,2018-05-19t04:12+00:00,rec-88019,timothy,h,murphy,f,04/06/1994, 116  karalta  road  villa  254 ,erina,2250.0,nsw, 02  8169  3985 ,murphy.timothy@mail.com.au,-26.577894708582782
c174636486,43, 7400  81831  1  1 ,not-married,179,-99,26,80,42,0,shallow,2016-04-01t15:49+00:00,47,bachelor-degree,ict-technician,72247.0, 0846  1795  5777  1082 ,27,2019-04-04t09:19+00:00,rec-92193,reymous,t,urgelles,f,08/04/1973, 33  thornton  street  thornton  tower , surfers  paradise ,4217.0,qld, 07  1607  1596 ,reymous15@mail.com,-30.8979120501857
a193825830,32, 1327  55612  1  2 ,married-de-facto,181,-99,20,70,166,1,musculoskeletal-pain-right-knee,2017-09-09t09:45+00:00,35,bachelor-degree,art-media-professional,116800.0, 6222  2305  3288  6189 ,15,2019-10-11t15:09+00:00,rec-32817,jacob,greer,dabney,m,10/02/1985, 39  hilder  road  korean  uniting  church , the  gap ,4061.0,qld, 07  1293  7439 ,odkssemhms@gmail.com,-30.218857788223804
g154809000,52, 7094  17274  1  1 ,married,199,-99,15,75,176,0,increased-confusion,2017-07-02t22:09+00:00,55,senior-secondary-school,cleaner,14116.0, 5747  4083  5472  4295 ,36,2020-03-20t14:43+00:00,rec-70785,william,michael,mungo,f,31/07/1965, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  9157  5908 ,william.mungo@hotmail.com,-24.999368702810536
f129780299,17, 3254  94397  2  3 ,married-de-facto,167,-99,22,75,224,0,blurred/double-vision-at-periphery-after-cataract-operation,2016-12-14t02:10+00:00,21,certificate-i,other-clerical-worker,39073.0, 9737  6388  0707  8925 ,2,2020-07-25t19:02+00:00,rec-64787,thomas,hyung,maynor,m,26/06/1999, 59  smith  street  cml  building ,darwin,800.0,nt, 08  4648  0236 ,drsthlslps@yahoo.com,-35.49786654236437
d166825977,31, 8418  12642  1  2 ,married,186,-99,23,80,79,0,ruptured-gluteus-minimus-tendon,2017-04-27t14:44+00:00,34,senior-secondary-school,machinary-driver,13998.0, 5689  1012  2848  5729 ,15,2020-07-18t04:47+00:00,rec-29486,vance,cameron,sides,m,24/12/1986, 43963  grawin  street  opal  field ,cumborah,2832.0,nsw, 02  9051  8620 ,ttnmblgoqh@gmail.com,-28.61602497398543
a102676089,34, 4427  39489  2  1 ,married,187,-99,40,73,211,0,upper-respiratory-infection,2013-11-17t19:14+00:00,41,advance-diploma,ict-technician,133180.0, 6322  0083  0038  5571 ,22,2020-03-12t08:29+00:00,rec-87502,lee,richard,polly,f,21/12/1979, 1  dawson  road  christom , north  rockhampton ,4701.0,qld, 03  3515  5879 ,lee29@aol.com,-28.310789556464293
g164882907,39, 4338  96439  1  1 ,married,194,-99,19,77,238,1,fall,2013-12-21t07:56+00:00,46,bachelor-degree,ict-technician,135631.0, 2909  9311  8635  6422 ,21,2014-03-23t08:26+00:00,rec-18929,rhonda,lynn,horn,f,12/06/1974, 143  lorraine  avenue  berkeley  vlge , berkeley  vale ,2261.0,nsw, 02  0850  4467 ,rhonda.horn@mail.com,-26.304601976830696
h100144477,60, 6942  26251  1  1 ,not-married,192,-99,19,78,133,1,left-knee-pain,2012-06-06t21:56+00:00,68,bachelor-degree,education-professional,127796.0, 1448  2311  6174  3109 ,43,2014-06-25t17:04+00:00,rec-71703,john,wayne,breakiron,m,28/02/1952, 1  bronzewing  avenue  howard  river  park , howard  springs ,835.0,nt,,ddirmnaffm@yahoo.com,-26.85546875
a165728878,57, 5344  11212  1  2 ,married,189,-99,28,80,65,1,right-groin-pull,2013-01-05t06:42+00:00,64,certificate-ii,health-support-worker,55131.61594933612, 9923  4227  9663  3865 ,39,2014-01-27t11:24+00:00,rec-4668,kenneth,willett,kilian,m,19/11/1956, 101  florence  street  central  clinic , port  pirie ,5540.0,sa, 08  4573  0134 ,kilian76@mail.com.au,-27.714789619551524
b173168537,13, 7722  65761  1  2 ,not-married,169,-99,26,78,87,0,depressed-mood-from-adjusting-to-her-daughter's-separation,2013-01-03t23:32+00:00,20,diploma,ict-technician,78736.0, 6488  0956  3736  8073 ,1,2020-04-10t17:01+00:00,rec-56003,ruth,w,adler,f,29/05/2000, 41  werrington  street  belvedere ,burradoo,2576.0,nsw, 02  3385  4611 ,adler48@aol.com,-34.6626518679318
g148842211,50, 7672  22324  1  2 ,divorced,184,-99,42,81,237,0,tight-vaginal-meatus,2014-04-13t15:01+00:00,56,graduate-diploma,general-manager,126781.0, 8575  6595  1844  6348 ,37,2020-05-17t05:31+00:00,rec-31501,michael,bivens,carle,m,10/02/1964, 1  hardcastle  road  finis  river , dundee  beach ,840.0,nt, 02  8834  7629 ,carle36@aol.com,-29.24149338374291
h148544777,38, 7901  82138  2  1 ,married-de-facto,174,-99,36,74,102,0,laceration-top-of-head,2013-08-14t19:08+00:00,45,graduate-certificate,legislator,196710.0, 9693  8716  8342  6001 ,24,2018-04-21t22:05+00:00,rec-96081,william,omar,privott,f,01/10/1975, 149  canning  street  allenstown  mall ,rockhampton,4700.0,qld, 07  7235  9807 ,privott14@mail.com.au,-32.69916765755053
b132635040,53, 1192  96899  2  1 ,married,177,-99,30,80,213,0,nausea,2014-04-12t17:20+00:00,59,diploma,engineering-worker,92710.0, 8803  2714  7874  7742 ,40,2020-06-27t10:11+00:00,rec-41287,brenda,sloan,hitt,f,10/09/1961, 556  middle  road  top  camp ,maningrida,4350.0,nt, 08  9073  8565 ,brenda97@aol.com,-31.600114909508758
h191536501,65, 6652  87483  2  2 ,divorced,184,-99,28,69,181,0,low-energy,2015-04-21t19:56+00:00,70,certificate-ii,carer,30867.0, 8071  5334  0883  3209 ,24,1993-09-21t18:13+00:00,rec-19576,james,floyd,cornatzer,m,22/01/1950, 50  sir  james  hardy  way  the  vines  caravn  park ,woodcroft,5162.0,sa, 08  5027  4361 ,cornatzer.james@gmail.com,-29.24149338374291
h108108646,37, 1581  47747  1  2 ,married-de-facto,177,-99,36,69,229,0,exacerbation-of-back-pain-related-to-spinal-stenosis,2015-12-18t17:54+00:00,42,certificate-ii,construction-worker,52394.0, 0704  1899  1912  4943 ,23,2020-07-19t08:42+00:00,rec-34886,ronald,randol,spachman,m,18/11/1978, 1  brampton  street  linfield ,temora,2666.0,nsw, 02  1653  5954 ,jmntjnrrqh@mail.com,-31.600114909508758
d164645422,40, 3076  49611  2  2 ,married,169,-99,50,75,160,0,vascular-dementia-diagnosis-per-pcp,2017-07-25t07:28+00:00,43,certificate-i,clerical-worker,-9999.0, 4561  1203  6989  0671 ,21,2017-01-02t22:24+00:00,rec-63226,peter,bryant,pollack,m,06/05/1977, 1  lowenthel  lane  cruachan ,nashdale,2800.0,nsw, 02  7393  6222 ,pollack42@mail.com,-34.6626518679318
h127467679,59, 8028  80529  1  2 ,married,168,-99,20,77,223,1,chronic-obstructive-pulmonary-disease,2013-08-26t11:52+00:00,66,certificate-i,carer,45433.0, 3412  2370  6809  1391 ,45,2018-10-07t23:55+00:00,rec-12757,ruby,elaine,jenkins,f,24/03/1954, 229  hoddle  street  flt  17 ,abbotsford,3757.0,vic, 03  4792  4468 ,ruby52@aol.com,-35.0765306122449
d177336535,70, 3852  35673  2  2 ,married,188,-99,20,70,127,0,urinary-frequency,2015-06-19t07:32+00:00,75,bachelor-degree,legal-professional,127031.0, 0565  5736  9274  5248 ,53,2017-05-18t06:42+00:00,rec-69099,mary,boehmer,carter,f,23/07/1945, 99  short  street  parkside  village , boronia  heights ,4124.0,qld,,mary.carter@hotmail.com,-28.010411951109102
c172115932,48, 4659  84410  2  1 ,married-de-facto,198,-99,20,77,182,0,headaches-have-worsened-in-frequency-and-severity,2019-03-23t22:21+00:00,52,advance-diploma,ict-technician,80255.0, 8293  0508  4743  5287 ,30,2017-08-05t21:52+00:00,rec-23636,marshall,kyle,bullins,m,07/11/1968, 115  mclennan  street  goulburn  medical  centre ,mooroopna,3629.0,vic, 03  6631  2169 ,marshall.bullins@gmail.com,-25.252525252525253
e151095978,69, 9251  96203  1  1 ,married,169,-99,24,75,202,0,hepatic,2015-12-19t08:35+00:00,74,masters-degree,legislator,135159.0, 7812  9528  7174  4652 ,53,2018-01-07t05:57+00:00,rec-44244,arlin,emery,chapman,m,15/12/1946, 48  callender  avenue  aged  care  units ,gunnedah,2380.0,nsw, 02  3675  4876 ,arlin.chapman@hotmail.com,-34.6626518679318
a173418218,24, 2983  61328  2  2 ,not-married,194,-99,33,76,206,0,root-canal/dental-work,2019-05-07t11:59+00:00,25,diploma,ict-technician,90393.0, 5030  6582  2511  5751 ,6,2020-05-08t02:22+00:00,rec-3108,rickey,paul,bodkin,m,22/03/1995, 868  old  calder  highway  keilor  retirement  village ,keilor,3036.0,vic, 03  7127  5248 ,bodkin16@hotmail.com,-26.304601976830696
d135754245,21, 8811  99674  1  3 ,married,184,-99,16,72,200,1,worsening-htn,2019-08-16t15:13+00:00,22,bachelor-degree,ict-professional,132090.0, 8167  3122  9180  2024 ,3,2020-02-24t19:38+00:00,rec-66609,abigail,puaza,hamby,m,28/08/1998, 7  oatland  esplanade  leeward  tower , runaway  bay ,4216.0,qld, 07  5513  6951 ,gcgdihnmtl@yahoo.com,-29.24149338374291
b187557618,41, 2549  14331  1  2 ,married-de-facto,168,-99,45,79,265,0,back-pain,2014-04-20t12:44+00:00,47,masters-degree,chief-executive,124806.0, 6295  3085  9827  3093 ,28,2020-03-14t15:28+00:00,rec-15517,michelle,lynn,swinkola,f,11/01/1973, 73  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  7684  6942 ,gfsgemntfr@hotmail.com,-35.0765306122449
f125572160,25, 1068  89986  2  2 ,not-married,183,-99,20,74,262,0,depressed-mood,2014-04-08t11:40+00:00,31,diploma,ict-technician,85899.29441087539, 3994  4625  9728  3076 ,12,2020-02-16t08:18+00:00,rec-3932,eric,s,mcknight,f,17/02/1989, 1  kerrs  road  kerwyn ,daysdale,6030.0,nsw, 02  7629  7095 ,eric34@mail.com.au,-29.56194571351787
c185561830,35, 7904  47054  2  2 ,divorced,177,-99,28,71,190,0,constipation,2014-07-09t05:07+00:00,43,certificate-iv,other-technician,71993.0, 2119  8262  9956  4566 ,18,2014-05-16t23:17+00:00,rec-93967,john,b,palmer,f,28/11/1977, 49  gumnut  lane  earle  haven ,nerang,4211.0,qld, 07  6692  1130 ,palmer.john@mail.com,-31.600114909508758
g156700694,34, 4762  23342  1  2 ,married,183,-99,43,76,168,0,hospitalized-for-small-bowel-obstruction,2019-01-02t17:36+00:00,35,diploma,ict-technician,122269.0, 7006  1597  2273  9755 ,16,2020-07-13t06:42+00:00,rec-9897,wilma,carolyn,miller,m,03/06/1985, 47  mitchell  street  rcg  centre ,darwin,800.0,nt, 08  1643  0449 ,jfneilnljj@mail.com,-29.56194571351787
c149147264,17, 1496  45298  2  2 ,separated,183,-99,22,80,120,0,cold,2017-04-22t21:56+00:00,20,certificate-i,personal-services-worker,38066.0, 4512  5663  2705  1600 ,1,2020-02-19t19:42+00:00,rec-89392,david,ashley,winstead,f,23/02/2000, 67  wattle  hill  road  pinecroft , mountain  river ,7109.0,tas, 03  7544  5674 ,winstead10@mail.com.au,-29.56194571351787
f160742006,53, 4329  77721  1  1 ,divorced,191,-99,32,67,189,0,enlarged-prostate,2017-08-20t02:32+00:00,56,certificate-iv,other-worker,65113.38036525667, 1833  8199  5402  9132 ,33,2016-09-13t23:02+00:00,rec-12142,michael,beale,vicinus,m,10/02/1964, 6  standen  street  riverview  dental  clinic , murray  bridge ,5253.0,sa, 08  2079  5322 ,vicinus.michael.aol.com,-27.137413996326856
i116317501,54, 3473  97535  2  2 ,married,186,-99,41,72,133,0,fall,2016-08-24t15:52+00:00,58,certificate-iv,construction-worker,62993.21179779229, 9599  9764  5168  2237 ,37,2018-09-25t15:55+00:00,rec-83694,james,dean,parks,f,05/04/1962, 1  tobin  shortcut  road  mountain  creek  est , gin  gin ,4671.0,qld, 07  5324  7574 ,parks.james@mail.com,-28.61602497398543
e197691540,28, 3280  34893  2  2 ,not-married,174,-99,45,72,176,0,mild-headache,2015-02-05t10:09+00:00,33,senior-secondary-school,clerks,32129.0, 6441  1614  8094  7528 ,14,2020-02-12t17:57+00:00,rec-51069,bobby,james,pope,f,13/10/1987, 1477  freemantle  road  moocooboola ,bathurst,2795.0,nsw, 07  0873  8465 ,pope.bobby.mail.com,-32.69916765755053
h139231423,26, 8322  89280  2  1 ,not-married,193,-99,16,74,123,0,blurred-vision-macular-pucker,2017-10-21t16:04+00:00,29,doctoral-degree,art-media-professional,98845.8689633245, 3640  3970  5534  0946 ,7,2017-07-14t13:43+00:00,rec-1642,willard,denton,long,m,27/09/1991, 271  pipers  river  road  the  haven  grove , turners  marsh ,7267.0,tas, 03  5111  3409 ,willard57@aol.com,-26.577894708582782
a158197055,11, 3262  35724  2  3 ,not-married,137,-99,19,73,283,0,hypotension,2013-04-06t16:45+00:00,18,senior-secondary-school,casual-worker,-9999.0, 5909  4069  6836  9253 ,1,2020-07-07t12:05+00:00,rec-47206,nicholas,allen,bowers,m,02/11/2002, 2230  main  road  hillcrest , neerim  south ,3095.0,vic, 03  4518  8128 ,nicholas.bowers@mail.com,-52.74655016250199
i110396562,7, 8735  41693  1  3 ,married,122,-99,20,69,106,0,urinary-tract-infection,2014-06-12t09:20+00:00,13,secondary-school,,0.0,,0,2020-06-09t04:52+00:00,rec-68491,carolyn,cook,davis,f,25/06/2007, 389  mt  mcdonald  road  creekview , darbys  falls ,4556.0,nsw, 02  1202  8892 ,davis76@hotmail.com,-66.51437785541522
d152172409,13, 1094  59400  2  2 ,married,159,-99,23,73,168,0,congestion,2018-11-04t01:39+00:00,15,secondary-school,,0.0,,0,2020-02-20t01:41+00:00,rec-50581,donna,brown,jones,f,18/09/2005, 47  mitchell  street  rcg  centre ,darwin,800.0,nt, 08  6188  3189 ,nhgbemdbmh@hotmail.com,-39.15984336062655
c179489127,29, 5397  39679  2  1 ,married-de-facto,195,-99,35,66,141,1,muscloskeletal-pain,2019-09-27t02:21+00:00,30,graduate-certificate,general-manager,-9999.0, 9896  3155  1022  8284 ,9,2018-07-24t21:45+00:00,rec-45457,ella,rhae,hanchett,f,24/08/1990, 999  bon  street  kellock  lodge ,alexandra,3714.0,vic, 03  7184  7423 ,hanchett96@aol.com,-26.035502958579883
d165268765,60, 4100  32408  2  1 ,separated,169,-99,47,76,216,0,low-energy--tires-easily,2020-05-22t05:49+00:00,60,graduate-certificate,education-professional,94140.81981519336, 3316  8679  3161  3533 ,41,2020-04-20t21:58+00:00,rec-22159,jessica,willis,keever,f,26/02/1960, 56  high  street  st  lawrences  hostel ,grange,5022.0,sa, 08  8836  3280 ,jessica.keever@mail.com.au,-34.6626518679318
a186296996,52, 8956  54985  2  2 ,divorced,190,-99,38,74,173,0,mri-finding:single-stable-focus-of-micro-hemorrhage-within-the-right-occipital-lobe,2016-08-22t22:49+00:00,56,senior-secondary-school,personal-assistant,39633.0, 6458  2664  7353  5296 ,37,2020-06-17t13:13+00:00,rec-50479,phisa,,obrien,f,28/12/1964, 39  walton  street  murrungundie ,cowes,3922.0,vic, 03  9962  0235 ,phisa.obrien@mail.com,-27.423822714681442
a190585031,16, 2682  15528  1  2 ,widowed,182,-99,15,70,228,0,depressed-mood,2014-12-22t14:46+00:00,22,bachelor-degree,ict-technician,77856.0, 2975  7957  4319  1911 ,3,2020-01-08t03:28+00:00,rec-17297,vance,soto,bauer,m,27/12/1998, 13  tedder  avenue  main  beach  medical  centre , main  beach ,4217.0,qld, 07  8868  9950 ,bauer58@mail.com.au,-29.887694722859557
a132868149,12, 1054  59318  2  3 ,not-married,158,-99,19,71,137,0,cataract-surgery---right-eye,2015-02-22t11:54+00:00,17,senior-secondary-school,casual-worker,-9999.0, 5685  0520  7763  5593 ,2,2020-01-11t11:34+00:00,rec-23256,melissa,trollinger,clarkwilkins,f,10/10/2003, 19  mooloolaba  road  buderim  garden  village ,buderim,4872.0,qld, 07  3663  8834 ,nfohmshoht@mail.com.au,-39.65710623297548
d138714166,34, 5690  11698  2  1 ,married,182,-99,30,73,186,0,ankle-swelling,2017-07-16t11:43+00:00,37,certificate-iii,construction-worker,73258.0, 7230  1316  8641  0378 ,17,2019-11-02t21:30+00:00,rec-83133,willis,john,jaeger,f,04/02/1983, 91  king  william  street  santos  house ,adelaide,5000.0,sa, 08  8739  7659 ,willis62@aol.com,-29.887694722859557
e134084117,46, 3223  51860  2  2 ,divorced,170,-99,39,74,118,0,fall,2013-01-16t17:03+00:00,53,bachelor-degree,education-professional,124663.0, 9427  1677  1993  4339 ,34,2020-06-05t21:15+00:00,rec-58197,wendy,anne,land,f,21/03/1967, 51  evans  road  lakefront  retirement  vlge ,toukley,2263.0,nsw,,rrjgapdkto@mail.com.au,-34.256055363321806
e134084117,46, 3223  51860  2  2 ,divorced,170,-99,39,74,118,0,fall,2013-01-16t17:03+00:00,53,bachelor-degree,education-professional,124663.0, 9427  1677  1993  4339 ,34,2020-04-15T19:13+00:00,rec-58197,wendy,anne,land,f,21/03/1967, 51  evans  road  lakefront  retirement  vlge ,toukley,2263.0,nsw, 08  8647  7870 ,rrjgapdkto@mail.com.au,-34.256055363321806
a100013007,23, 8553  21580  1  2 ,not-married,178,-99,29,78,170,0,fall,2012-10-06t05:10+00:00,31,advance-diploma,other-technician,133056.0, 0935  7671  4113  0157 ,5,2013-10-15t17:26+00:00,rec-70762,ronald,robert,hercules,f,08/06/1989, 113  the  grange  the  grove , tweed  heads ,2485.0,nsw, 02  8550  7613 ,qqngtbilnt@mail.com.au,-31.246054791061734
e157533218,22, 1567  67685  1  2 ,not-married,165,-99,51,75,108,0,headache,2017-04-14t07:45+00:00,26,bachelor-degree,ict-technician,111963.0, 5533  3422  4567  3843 ,7,2020-02-05t17:03+00:00,rec-87874,jeffery,david,johnson,f,21/05/1994, 15  murray  court  coral  tree  villas ,armadale,6112.0,wa, 08  5986  4031 ,sctqgmcaqg.mail.com,-36.36363636363637
a166905325,64, 1397  67674  1  1 ,divorced,175,-99,44,67,151,0,pain-deviating-from-left-shoulder-down-to-left-arm-with-nausea,2014-02-14t23:28+00:00,70,certificate-iv,automotive-worker,84784.0, 7840  3107  6014  5216 ,51,2020-01-17t16:39+00:00,rec-88273,norman,bennett,harris,f,01/10/1950, 97  poinciana  avenue  cooloola  centre ,tewantin,4565.0,qld, 07  9889  2694 ,norman46.yahoo.com,-32.326530612244895
g168792010,76, 6628  49381  2  2 ,divorced,191,-99,36,71,178,0,osteopenia,2017-06-10t05:07+00:00,79,doctoral-degree,re-tired,0.0, 2753  9031  1106  9011 ,45,2017-12-19t12:48+00:00,rec-51721,james,j,lilly,f,13/09/1941, 5  frederick  street  st  vincent's  hospital ,launceston,7250.0,tas, 03  0743  9588 ,lilly.james@hotmail.com,-27.137413996326856
e184368259,32, 2063  27848  1  2 ,not-married,173,-99,26,72,244,0,bone-spurs-in-neck,2013-06-22t13:04+00:00,39,senior-secondary-school,other-clerical-worker,-9999.0, 5631  1184  7488  6140 ,20,2020-03-22t14:30+00:00,rec-53671,major,michael,hugger,f,10/03/1981, 99  stewart  road  tennis  court ,ashgrove,4060.0,qld, 07  6647  8059 ,krsocsifle@gmail.com,-33.07828527515119
d135576929,11, 3504  42174  1  3 ,not-married,129,-99,30,82,171,0,right-shoulder-pain,2013-05-25t09:12+00:00,18,senior-secondary-school,casual-worker,0.0, 2250  4893  3884  4396 ,1,2020-07-14t13:54+00:00,rec-84714,william,benjamin,peterson,f,23/04/2002, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  2023  1727 ,william44@aol.com,-59.49161709031909
f135225605,10, 5552  33973  1  2 ,married,124,-99,28,82,145,0,low-energy,2019-05-27t05:29+00:00,7,primary-school,,0.0,,0,2016-06-04T24:48+00:00,rec-75315,christopher,jacob,elhilou,f,26/08/2009, 15  ocean  grove  currumbin  hill ,currumbin,4223.0,qld, 07  4785  4828 ,christopher.elhilou@gmail.com,-64.38605619146722
f135225605,10, 5552  33973  1  2 ,married,124,-99,28,82,145,0,low-energy,2019-05-27t05:29+00:00,11,primary-school,,-9999.0,,0,2020-05-17t05:16+00:00,rec-75315,christopher,jacob,elhilou,f,26/08/2009, 15  ocean  grove  currumbin  hill ,currumbin,4223.0,qld, 07  4785  4828 ,christopher.elhilou@gmail.com,-64.38605619146722
e181053265,42, 3322  84739  1  2 ,married-de-facto,193,-99,31,65,177,0,fainted-and-passed-out,2012-06-07t07:20+00:00,50,certificate-iv,other-technician,111061.0, 1240  7063  4090  6146 ,30,2019-05-20t15:35+00:00,rec-48955,issac,james,brown,m,09/10/1970, 8  pinnacle  street  the  causeway ,yeppoon,6156.0,qld, 08  3380  6839 ,brown.issac.hotmail.com,-26.577894708582782
h112576946,25, 8852  55893  2  2 ,married,182,-99,20,77,217,0,blood-clots---r-leg,2016-07-12t15:08+00:00,29,senior-secondary-school,factory-worker,12534.0, 8418  1668  0155  5673 ,10,2020-02-15t07:41+00:00,rec-73231,clayton,ray,ohland,f,12/09/1991, 1  monto  road  rawbelle  street ,coominglah,4630.0,qld, 07  0245  2321 ,ohland.clayton@mail.com,-29.887694722859557
h114595446,17, 6153  98057  2  2 ,not-married,166,-99,29,78,205,1,chest-pain,2019-09-23t03:34+00:00,18,senior-secondary-school,casual-worker,0.0, 8615  0673  0096  3474 ,1,2020-06-20t20:35+00:00,rec-2330,deane,mccoy,mcelhaney,m,01/09/2002, 82  old  hume  highway  villa  3 ,camden,2570.0,nsw, 02  0338  9129 ,deane89@mail.com,-35.9268398896792
e174672393,57, 6017  67782  1  1 ,married-de-facto,194,-99,14,73,187,0,tremor,2016-03-09t11:04+00:00,61,bachelor-degree,ict-technician,128295.0, 1234  5282  8136  9676 ,42,2020-02-13t16:23+00:00,rec-82280,christopher,alonzo,pavlov,m,27/03/1959, 55  linkwood  drive  farrington  grove , ferny  hills ,4055.0,qld, 07  2518  1160 ,christopher78@hotmail.com,-26.304601976830696
b150501265,65, 8690  13705  2  2 ,not-married,177,-99,27,71,228,0,dizziness,2016-03-11t22:34+00:00,69,certificate-i,clerical-worker,45280.0, 6010  7757  1212  6594 ,50,2020-07-24t24:08+00:00,rec-3839,joanne,cassandra,brown,f,17/06/1951, 88  belmore  street  maggs  arcade ,yarrawonga,3730.0,vic, 02  5420  7065 ,,-31.600114909508758
e101395834,65, 3388  26248  1  2 ,married,184,-99,32,73,121,0,r-eye-cataract-surgery,2015-01-12t17:27+00:00,70,advance-diploma,other-technician,81417.0, 4846  1205  4208  8232 ,50,2019-06-07t07:44+00:00,rec-36148,william,james,archangel,m,27/09/1950, 33  neales  lane  robin  hill ,orange,2251.0,nsw, 02  5458  5126 ,mtcmrltral@gmail.com,-29.24149338374291
h129561062,56, 6935  99822  2  2 ,married-de-facto,169,-99,25,73,160,0,vaginal-hysterectomy-with-bladder-suspension,2013-05-12t10:26+00:00,63,bachelor-degree,ict-technician,130249.0, 2248  9798  9549  9426 ,42,2018-10-16t23:05+00:00,rec-45124,john,daniel,sharpe,m,10/11/1957, 81  smith  street  aant  house ,darwin,800.0,nt, 08  9995  5682 ,john.sharpe@mail.com.au,-34.6626518679318
i124281436,56, 2575  51540  1  1 ,married-de-facto,180,-99,22,76,198,0,shorthness-of-breath,2018-11-14t23:30+00:00,58,diploma,engineering-worker,64887.0, 1933  7834  0841  6581 ,39,2020-07-08t08:58+00:00,rec-81183,nathaniel,tykeem,thomas,f,04/09/1962, 91  sharmans  road  boisdale ,dunorlan,7304.0,tas, 03  8613  8849 ,qmlpdpplfh@aol.com,-30.555555555555554
d147594096,54, 8227  57560  1  1 ,not-married,181,-99,18,75,132,0,insomnia,2014-08-14t05:50+00:00,60,diploma,engineering-worker,-9999.0, 2071  0182  5372  6129 ,41,2020-07-26t16:20+00:00,rec-23705,brandon,drexal,jacobs,m,19/04/1960, 271  pipers  river  road  the  haven  grove , turners  marsh ,7267.0,tas, 03  3359  1598 ,jacobs16@aol.com,-30.218857788223804
