ssn,age_at_consultation,medicare_number,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp,current_age,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id,first_name,middle_name,last_name,gender,birth_date,street_address,suburb,postcode,state,phone,email
i162883156,7, 7843  19494  2  3 ,married,124,33,21,69,193,0,low-energy,2020-02-05t03:34+00:00,7,primary-school,,0.0,,0,2020-07-19t01:12+00:00,rec-98371,james,lee,burkhart,f,07/01/2013, 8  kuhl  drive  racecourse  bay , port  macdonnell ,5291.0,sa, 08  5344  6649 ,burkhart52.gmail.com
i162883156,7, 7843  19494  2  3 ,married,124,33,21,69,193,0,low-energy,2020-02-05t03:34+00:00,7,primary-school,,0.0,,0,2020-07-19t01:12+00:00,rec-98371,james,lee,burkhart,f,07/01/2013, 8  kuhl  drive  racecourse  bay , port  macdonnell ,5291.0,sa, 08  5344  6649 ,burkhart52.gmail.com
c149453205,10, 7842  71964  1  2 ,married,148,52,23,75,75,0,fall,2018-01-02t04:15+00:00,12,secondary-school,,10542.284965097117,,0,2020-06-15t19:12+00:00,rec-57637,george,joseph,bost,m,16/02/2008, 1  leura  lane  watersley  cottage ,hamilton,3300.0,vic, 03  2646  3467 ,george32@gmail.com
g195487089,9, 4502  36208  2  3 ,married,129,43,25,70,219,0,abdominal-discomfort,2014-07-13t16:16+00:00,15,secondary-school,,0.0,,0,2020-07-02t12:52+00:00,rec-8794,barbara,alicebell,hall,m,22/03/2005, 316  moonpah  road  rivendell ,bostobrick,2453.0,nsw, 02  4454  1220 ,barbara8@hotmail.com
d158126385,7, 3626  67370  1  2 ,married,124,25,16,75,180,0,intermittent-low-energy,2015-05-10t13:40+00:00,12,secondary-school,,0.0,,0,2020-03-22t14:04+00:00,rec-33880,larry,hicks,henry,m,14/01/2008, 1  marion  bay  road  daly  subdivision ,dunalley,7177.0,tas, 08  8085  5747 ,henry.larry@mail.com
e158481984,10, 2671  63982  1  2 ,married,121,42,28,71,216,0,depressed-mood,2020-03-17t09:27+00:00,10,primary-school,,0.0,,0,2020-07-11t19:41+00:00,rec-41729,robert,quay,williams,f,30/10/2010, 70  leawood  gardens  drive  mirra  monte ,urrbrae,5064.0,sa, 08  7992  4076 ,williams.robert@yahoo.com
i145345339,11, 1702  43341  2  3 ,not-married,152,-99,25,78,110,0,pain-of-left-foot,2013-12-04t20:42+00:00,18,senior-secondary-school,casual-worker,647.1099985171732, 9284  6898  4161  0527 ,1,2020-03-11t14:38+00:00,rec-99622,rontreal,richard,ball,f,18/11/2002, 99  fairview  road  black  flat ,hall,2618.0,act, 02  2578  9612 ,rontreal.ball@mail.com.au
c185577272,5, 2501  83789  1  2 ,married,117,28,20,72,169,0,bilateral-cataracts,2020-02-24t23:10+00:00,8,primary-school,,-3853.299852855816,,0,2020-06-19t12:29+00:00,rec-95113,eldon,calvin,thomas,f,14/09/2012, 5  ryans  road  waterford  park ,clonbinane,3658.0,vic, 03  3374  1088 ,qrbtqcsdim.gmail.com
c156974118,6, 7527  56199  2  2 ,married,140,38,19,70,154,0,arthritis-in-left-hip,2016-06-02t22:56+00:00,13,secondary-school,,0.0,,0,2020-02-07t14:56+00:00,rec-55412,john,j,sammartino,m,21/03/2007, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  2544  3716 ,sammartino.john.mail.com.au
e174428143,15, 6476  35187  2  3 ,not-married,160,51,19,73,156,0,insomnia,2019-11-23t22:09+00:00,16,senior-secondary-school,casual-worker,0.0, 8015  4622  2980  5206 ,3,2020-03-09t17:34+00:00,rec-27081,kenneth,brooks,varner,m,02/05/2004, 62  brandon  road  sunnybank  garden ,runcorn,4113.0,qld, 07  4525  9661 ,varner30@hotmail.com
e186355428,14, 5222  39939  2  2 ,married,170,79,27,70,211,1,insomnia-(difficulty-returning-to-sleep-after-nocturia),2019-05-24t13:47+00:00,15,secondary-school,,0.0,,0,2020-06-27t20:04+00:00,rec-69169,bethany,lynn,prevatte,f,05/05/2005, 42  mount  vernon  drive  gleneagles  estate ,kambah,2902.0,act, 02  7046  9992 ,bethany43.gmail.com
d159441206,13, 6444  54847  2  2 ,not-married,167,40,14,75,294,0,cold-extremeties,2017-12-16t13:19+00:00,16,senior-secondary-school,casual-worker,0.0, 1967  7169  2703  0884 ,3,2020-03-10t10:15+00:00,rec-62137,nathan,frederick,howell,m,29/04/2004, 2476  wallanbah  road  heston ,firefly,2429.0,nsw, 02  1720  9961 ,howell14@mail.com.au
h194989079,9, 3229  76760  1  3 ,married,127,53,32,76,157,0,low-energy,2012-01-24t18:56+00:00,16,certificate-ii,carer,63266.0, 5788  5541  7067  0090 ,0,2017-12-26T05:13+00:00,rec-57814,brian,john,parker,m,31/07/2001, 6  george  crescent  robertson  barracks , fannie  bay ,820.0,nt, 08  9866  8936 ,brian.parker.mail.com
e109796324,8, 9832  83514  1  2 ,married,131,37,21,76,121,0,constipation,2017-10-19t10:38+00:00,11,primary-school,,0.0,,0,2020-05-06t15:47+00:00,rec-83324,dequentine,f,mullican,f,22/05/2009, 229  hoddle  street  flt  17 ,abbotsford,3067.0,vic, 03  5711  2335 ,dequentine13@yahoo.com
g173901664,7, 1137  36235  1  2 ,married,111,25,20,67,297,0,while-in-the-kitchen-opening-a-can-of-soup-he-fell-onto-floor-on-left-side,2012-12-22t05:08+00:00,15,secondary-school,,0.0,,0,2020-01-18t09:52+00:00,rec-42041,paul,makel,staats,m,05/06/2005, 46  south  arm  road  knopwood  shopping  centre ,rokeby,7019.0,tas, 03  9364  7929 ,pjhjjlpngr@yahoo.com
a150353248,13, 3747  55592  2  3 ,not-married,138,64,33,65,105,0,fall,2015-01-11t01:08+00:00,18,senior-secondary-school,casual-worker,0.0, 6010  2573  8239  2583 ,1,2020-04-16t18:30+00:00,rec-62636,maria,lynn,carlyle,m,10/09/2002, 86  blessington  road  armidale , white  hills ,7258.0,tas, 03  4783  3161 ,maria42@gmail.com
f163640883,8, 4353  62736  1  2 ,not-married,119,25,17,70,190,0,insomnia,2012-11-07t03:55+00:00,16,senior-secondary-school,casual-worker,0.0, 1019  9425  5567  1807 ,3,2020-06-24t18:29+00:00,rec-17323,denece,janes,kirchner,f,20/04/2004, 1  sandy  creek  road  ironbark , mount  vincent ,3714.0,nsw, 02  4910  4487 ,denece.kirchner@aol.com
h166399591,9, 7457  56744  2  2 ,married,120,29,20,68,161,0,rash-in-groin-area,2020-03-21t16:40+00:00,9,primary-school,,-2692.7487880096905,,0,2020-05-11t14:44+00:00,rec-4824,sirena,cline,pride,f,20/02/2011, 317  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486.0,nsw, 02  2671  2492 ,pride98@hotmail.com
i115121207,27, 6539  88351  2  2 ,married,190,-99,35,76,259,0,urinary-frequency,2016-11-23t18:02+00:00,27,graduate-diploma,ict-professional,91438.8986785479, 5622  6546  6931  4878 ,12,2016-11-08T21:31+00:00,rec-39503,william,jayantibhai,hoffman,f,30/08/1989, 2  hawker  place  birubi  medical  chmbrs ,hawker,2614.0,act, 02  0556  2042 ,william.hoffman@mail.com.au
c141800766,8, 8542  95250  1  3 ,not-married,136,57,30,75,112,0,insomnia,2015-04-03t01:27+00:00,16,senior-secondary-school,casual-worker,0.0, 1779  7425  8145  2359 ,3,2020-07-21t22:31+00:00,rec-67345,christina,,mcbryde,f,17/10/2004, 1  milikapiti  street  snake  bay , melville  island ,822.0,nt, 02  3265  4264 ,mcbryde.christina.yahoo.com
e180452927,7, 9678  55855  2  2 ,married,111,32,25,74,135,0,benigh-prostatic-hypertrophy,2014-10-03t11:24+00:00,13,secondary-school,,0.0,,0,2020-05-27t24:28+00:00,rec-65179,lisa,m,davidson,f,16/02/2007, 1441  gumley  road  stony  bank , mount  mercer ,3352.0,vic, 03  7040  1719 ,davidson78@hotmail.com
a183505530,13, 5959  24796  2  2 ,married,150,73,32,79,144,0,dehydration,2019-09-04t23:02+00:00,14,secondary-school,,0.0,,0,2020-02-23t19:42+00:00,rec-31500,robert,dominique,mcnicholas,m,15/04/2006, 1  hurst  road  underwood ,boyanup,6237.0,wa, 08  2910  8506 ,robert.mcnicholas@mail.com
f150656780,8, 1147  71486  1  3 ,married,137,25,13,72,207,0,left-rib-pain,2020-01-17t02:31+00:00,8,primary-school,,-9999.0,,0,2020-04-05t02:52+00:00,rec-29026,tiara,delois,tilley,f,22/06/2012, 1391  ophir  road  north  jack ,bathurst,2795.0,nsw, 02  8934  4014 ,tiara84@hotmail.com
c102338623,13, 7867  34831  2  2 ,not-married,140,-99,27,77,264,0,urinary-frequency,2015-07-25t19:04+00:00,18,senior-secondary-school,casual-worker,0.0, 6276  8195  2010  4083 ,1,2020-02-26t02:06+00:00,rec-94605,talmadge,f,blevins,m,08/09/2002, 1  boulevard  (north)  street  paradise  palms , clifton  beach ,4879.0,qld, 07  3003  1214 ,blevins17@yahoo.com
h120050495,13, 9392  59816  1  3 ,not-married,168,78,27,76,190,1,high-cholesterol,2016-10-04t20:38+00:00,17,senior-secondary-school,casual-worker,0.0, 8564  0676  0915  9448 ,2,2020-03-01t18:46+00:00,rec-83040,daniel,edmond,roten,m,04/08/2003, 8  st  pauls  road  killarney  cottage ,sorrento,3943.0,vic, 03  2674  0938 ,daniel.roten@hotmail.com
b153885863,14, 8473  71920  1  3 ,not-married,157,66,26,78,119,0,neck-pain-(l.-sided),2016-05-22t04:18+00:00,18,senior-secondary-school,casual-worker,2356.8512748616904, 6753  2931  6377  9810 ,1,2020-04-10t21:51+00:00,rec-66859,alexander,buren,hassett,m,02/05/2002, 5  yeates  crescent  meadow  bank  estate ,loganlea,4131.0,qld, 07  1698  1651 ,alexander27@gmail.com
a170938485,6, 9125  92251  1  3 ,married,115,18,13,72,191,0,sweating-from-worsened-flashes,2015-07-02t21:05+00:00,11,primary-school,,0.0,,0,2020-02-04t19:06+00:00,rec-1194,rodney,l,bagot,m,09/10/2009, 144  suburb  road  moss  rose ,westbury,7303.0,tas, 03  3358  8220 ,oceatrfkdc@aol.com
d175218850,21, 8092  64084  2  3 ,not-married,182,61,18,71,200,0,nausea,2018-05-08t04:31+00:00,20,senior-secondary-school,clerks,48292.0, 1354  3777  6325  3534 ,4,2017-11-11T23:31+00:00,rec-35982,lawrence,scott,hobbs,m,16/03/1997, 67  high  street  bethany ,macarthur,2085.0,vic, 03  4329  7032 ,lawrence.hobbs@mail.com.au
i172696091,21, 1549  48319  2  3 ,not-married,194,125,33,66,188,0,infection,2015-06-19t23:14+00:00,22,advance-diploma,ict-professional,91620.0, 4017  4848  1860  0981 ,7,2016-03-10T11:54+00:00,rec-845,jonathan,austin,porter,m,11/06/1994, 1  surat  road  roma  downs ,roma,4455.0,qld, 07  2141  3845 ,gnqldbaoil@gmail.com
g101969859,8, 3946  92054  1  2 ,married,125,32,20,75,206,0,increased-low-energy.,2016-09-27t15:44+00:00,12,secondary-school,,0.0,,0,2020-06-10t02:02+00:00,rec-36124,julie,beal,chamberlain,f,28/05/2008, 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa, 08  5305  7221 ,chamberlain.julie@gmail.com
e197036588,15, 4901  98591  1  2 ,not-married,159,88,34,81,146,1,fatigue-&-shortness-of-breath,2018-02-13t05:33+00:00,17,senior-secondary-school,casual-worker,0.0, 8876  8506  3601  4983 ,2,2020-04-03t24:49+00:00,rec-71644,thomas,william,manley,f,04/01/2003, 30  st  andrews  place  apt  705 , east  melbourne ,3002.0,vic, 03  5631  7431 ,manley.thomas@aol.com
i185079378,60, 1645  40933  1  1 ,not-married,174,66,21,81,238,0,r-cataract-removal,2017-12-13t18:35+00:00,60,certificate-iv,other-technician,84168.49190693116, 6199  9463  4812  7322 ,44,2017-12-20T17:51+00:00,rec-39375,linda,peterson,kingman,f,06/03/1957, 157  marconi  street  villa  150 , bonnells  bay ,2264.0,nsw, 02  2757  3388 ,kingman.linda@hotmail.com
g121037970,14, 1327  71895  1  3 ,not-married,152,-99,27,79,194,0,pinched-nerve-in-knee,2016-06-06t02:48+00:00,18,senior-secondary-school,casual-worker,0.0, 8881  0160  4223  6645 ,1,2020-04-21t22:13+00:00,rec-53780,patricia,k,rowan,f,04/04/2002, 48  scaysbrook  drive  brentwood  vlge ,kincumber,2251.0,nsw, 02  7075  8606 ,rowan80@aol.com
g144347991,11, 1920  64718  2  3 ,not-married,153,49,20,75,133,0,depressed-mood,2016-09-08t02:26+00:00,18,senior-secondary-school,casual-worker,0.0, 4154  0944  4236  6994 ,1,2020-01-09t05:26+00:00,rec-31896,angelia,sparrow,pate,f,23/04/2002, 2  stratford  avenue  lakeside , wagga  wagga ,2650.0,nsw, 02  3485  3043 ,pate68.yahoo.com
f189997772,6, 4167  57116  2  2 ,married,109,18,15,76,248,0,sweating-associated-w/-vertigo,2014-05-05t06:34+00:00,12,secondary-school,,0.0,,0,2020-05-09t01:09+00:00,rec-81586,corey,adolphus,harper,f,02/01/2008, 966  corry  road  bellevue ,capella,4702.0,qld, 07  3311  7552 ,qiifcfndqo@mail.com
g154306397,8, 3013  26998  2  3 ,married,122,28,18,76,120,0,left-side-below-clavicle--1-basal-cell-skin-lesion-removed/treated,2013-06-04t04:24+00:00,15,secondary-school,,0.0,,0,2020-01-13t08:20+00:00,rec-13122,voncille,ann,harris,f,04/10/2005, 1  merool  lane  taronga  garden ,moama,2731.0,nsw,,voncille.harris@aol.com
h131237014,5, 4422  31105  2  3 ,married,101,20,19,65,153,0,worsening-back-pain,2020-05-10t09:12+00:00,5,pre-school,,0.0,,0,2020-07-12t08:12+00:00,rec-60672,joseph,lavern,whisnant,m,04/04/2015, 9  asquith  avenue  top  kat  grains ,warracknabeal,3393.0,vic, 03  0169  8153 ,erkptlojsb@gmail.com
c106761157,12, 9488  81695  1  2 ,not-married,139,-99,18,71,147,0,gerd,2015-09-11t11:02+00:00,17,senior-secondary-school,casual-worker,0.0, 0329  8813  4722  7441 ,2,2020-06-03t05:59+00:00,rec-90955,joe,sanders,gallardo,f,10/03/2003, 170  burnett  street  orpheus  one ,buderim,4215.0,qld, 07  1772  2667 ,joe81@mail.com.au
i100272030,9, 7303  94689  1  3 ,married,144,26,12,72,173,0,l-athlete's-foot-in-arch,2017-02-18t08:19+00:00,12,secondary-school,,0.0,,0,2020-05-26t18:33+00:00,rec-49341,travis,william,hayes,m,10/04/2008, 286  sylvania  road  sth  road , gymea  bay ,2227.0,nsw, 02  9659  2404 ,
b104025167,66, 3659  37527  1  2 ,married,194,137,36,76,151,0,black-eye-secondary-to-fall,2013-06-25t20:57+00:00,69,senior-secondary-school,taxi-driver,15539.0, 5922  3764  2295  1612 ,53,2015-04-07T16:10+00:00,rec-39739,margaret,collins,clark,f,25/02/1947, 16  moore  street  the  globe , civic  square ,2608.0,act, 03  9374  4182 ,margaret9@mail.com
i148348748,8, 1393  13057  2  2 ,married,133,31,17,74,176,0,leg-cramps,2017-09-26t09:10+00:00,11,primary-school,,-9999.0,,0,2020-04-02t21:05+00:00,rec-9437,evelyn,spirit,langley,f,08/11/2009, 1  sale  road  leawood ,flynn,3844.0,vic, 03  4682  9928 ,evelyn.langley@mail.com.au
g180946950,8, 1060  29071  2  2 ,not-married,148,51,23,80,115,0,palliative-care-and-hospice-due-to-worsening-of-hip-pain,2014-10-11t17:37+00:00,16,senior-secondary-school,casual-worker,0.0, 3110  1972  3085  7524 ,3,2020-06-04t23:29+00:00,rec-15020,deborah,elizabeth,leonhardt,f,06/08/2004, 1415  goovigen-ranne  road  shandon  vale ,rannes,4702.0,qld, 07  8622  6377 ,deborah49@mail.com.au
e182637563,8, 8022  47196  1  2 ,married,123,34,22,78,141,0,ankle-swelling,2015-10-18t18:22+00:00,13,secondary-school,,0.0,,0,2020-07-26t08:19+00:00,rec-95274,jackie,octavious,winston,f,22/06/2007, 430  elderslie  road  fairview ,brighton,7030.0,tas, 03  6626  3082 ,winston.jackie@gmail.com
g198031548,15, 9578  55970  2  2 ,not-married,163,58,21,83,148,0,passed-out,2019-11-11t19:37+00:00,16,senior-secondary-school,casual-worker,0.0, 9372  8322  6419  6758 ,3,2020-01-10t15:11+00:00,rec-81984,wayne,earl,tabourn,f,25/04/2004, 314  pfeiffer  road  foxhill ,woodside,5244.0,sa, 08  6630  4584 ,wayne19@mail.com
b189247205,2, 4103  34294  2  2 ,married,108,-99,14,73,132,0,drowsiness,2014-05-16t23:15+00:00,11,primary-school,,0.0,,0,2020-05-02t24:18+00:00,rec-14980,john,arthur,bolick,m,10/09/2009, 42  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  0555  3059 ,ooadpeipbc.yahoo.com
b189247205,2, 4103  34294  2  2 ,married,108,-99,14,73,132,0,drowsiness,2014-05-16t23:15+00:00,7,primary-school,,-9999.0,,0,2016-06-24T22:35+00:00,rec-14980,john,arthur,bolick,m,10/09/2009, 42  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  0555  3059 ,ooadpeipbc.yahoo.com
d177381591,10, 3144  12660  2  2 ,married,149,40,18,79,152,0,cataract-surgery---right-eye,2020-04-06t08:59+00:00,10,primary-school,,3667.671320301377,,0,2020-03-03t22:38+00:00,rec-24795,stephen,preston,kornegay,m,15/02/2010, 318  green  gully  road  elkhalil ,mudgee,2850.0,nsw, 02  7471  1863 ,
b147520668,12, 4036  79124  2  3 ,married,145,66,31,74,208,0,low-energy-with-drowsiness,2019-08-18t24:33+00:00,13,secondary-school,,9826.89819325965,,0,2020-06-07t21:50+00:00,rec-39355,cynthia,latrice,schulte,f,17/04/2007, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  2220  1702 ,schulte62@mail.com
i128409753,5, 4318  22476  1  3 ,married,114,16,12,82,181,0,chest-pain,2014-03-01t17:09+00:00,11,primary-school,,0.0,,0,2020-06-03t14:57+00:00,rec-68002,jason,ryan,jones,m,24/01/2009, 22  prince  street  carinya  vlge ,orange,2800.0,nsw, 02  0724  8177 ,rnsotjbflb@hotmail.com
i109090001,14, 9534  69296  1  3 ,married,169,51,17,72,239,0,fall-due-to-heart-attack,2020-03-15t20:56+00:00,14,secondary-school,,0.0,,0,2020-04-22t07:31+00:00,rec-14799,michael,leon,sampson,m,01/09/2006, 13  cavenagh  street  carpentaria  house ,darwin,800.0,nt, 08  9744  5486 ,rnrmlrgiqc@mail.com
d115503267,15, 8880  41323  2  2 ,not-married,174,70,23,74,231,0,had-a-fall-while-on-vacation-in-england,2019-10-19t16:16+00:00,16,senior-secondary-school,casual-worker,0.0, 0164  7166  8611  2265 ,3,2020-02-25t03:35+00:00,rec-5422,robert,manubhai,schwartz,m,01/10/2004, 1303  wollar  road  moriah  fields ,cooyal,2850.0,nsw,,schwartz.robert.mail.com
a166909198,15, 3819  13376  2  3 ,not-married,174,88,29,77,148,0,blurred-vision----cataracts-and-macular-degeneration,2018-07-10t08:37+00:00,17,senior-secondary-school,casual-worker,0.0, 5540  5416  8196  0755 ,2,2020-05-10t12:24+00:00,rec-17093,michael,benjamin,furr,f,10/11/2003, 16  moore  street  the  globe , civic  square ,2608.0,act, 02  9153  6374 ,michael3.gmail.com
d182927595,7, 2641  10974  1  3 ,married,112,32,25,75,288,0,muskeletal-pain,2012-02-26t12:23+00:00,15,secondary-school,,0.0,,0,2020-04-08t16:54+00:00,rec-85281,charles,allen,hill,f,12/12/2005, 1  leura  lane  watersley  cottage ,hamilton,3951.0,vic, 03  6542  5978 ,aggmojmsnm@gmail.com
i184661836,12, 7719  31969  1  3 ,not-married,134,48,26,74,154,0,low-energy,2015-04-11t02:48+00:00,17,senior-secondary-school,casual-worker,0.0, 0218  6668  2719  0415 ,2,2020-03-02t18:33+00:00,rec-56697,angel,mckinley,blackwell,m,14/10/2003, 11  cameron  street  aminya  hmes ,scottsdale,7277.0,tas, 03  1392  2608 ,blackwell90@yahoo.com
a185349271,12, 5950  91284  1  3 ,not-married,141,67,33,73,126,1,dry-macular-degeneration,2016-10-20t04:55+00:00,16,senior-secondary-school,casual-worker,-2966.503011762774, 6749  3388  8651  1231 ,3,2020-07-08t18:17+00:00,rec-32887,james,lamont,sanders,m,26/02/2004, 260  straws  lane  lowerwood ,hesket,3442.0,vic, 03  7894  1905 ,james.sanders@yahoo.com
i100246521,14, 5553  95599  1  3 ,not-married,168,72,25,73,134,0,headache,2016-10-27t13:03+00:00,18,senior-secondary-school,casual-worker,0.0, 8152  9922  7726  1122 ,1,2020-06-23t20:51+00:00,rec-95057,jermaine,anthony,hickman,f,22/03/2002, 17  balmoral  close  tamarind  garden ,edmonton,4869.0,qld, 07  9057  1968 ,jermaine.hickman@mail.com.au
f103193539,8, 9072  48265  2  2 ,married,127,27,16,73,125,0,right-eye-pain-(post-cataract-surgery,2020-07-04t09:14+00:00,8,primary-school,,0.0,,0,2020-01-09t11:48+00:00,rec-80720,mark,randolph,onyiego,f,22/09/2012, 185  elizabeth  street  se  13 ,sydney,2000.0,nsw, 02  0888  5846 ,mark88@aol.com
e164838751,6, 9170  27457  2  2 ,married,107,22,19,74,248,0,fall,2015-06-18t10:35+00:00,11,primary-school,,0.0,,0,2020-07-20t11:17+00:00,rec-19949,victor,howard,sherriff,m,25/09/2009, 346  terryvale  road  woodsong  house , st  helens ,7216.0,tas, 03  4264  3350 ,victor.sherriff@aol.com
c106456091,10, 9540  23889  1  2 ,married,148,51,23,81,219,0,corneal-nodules,2017-01-05t21:55+00:00,13,secondary-school,,10325.487874276856,,0,2020-02-24t04:06+00:00,rec-82606,scott,w,webster,f,31/05/2007, 1  ebsworth  street  newbury  park ,redhead,2290.0,nsw, 02  2737  5441 ,berdjdntet@mail.com
f178841926,7, 4686  65950  2  2 ,married,129,32,19,82,140,0,unsteadiness-on-feet/-shuffling,2015-06-04t17:50+00:00,12,secondary-school,,6505.791844005644,,0,2020-04-17t23:44+00:00,rec-79849,kevin,r,holliday,f,06/04/2008, 600  westwood  road  highbrae ,westwood,7292.0,tas, 03  4085  8028 ,ijktnddgij@aol.com
i186455393,7, 9916  99252  1  2 ,married,126,31,19,72,206,0,coughing,2020-02-12t13:58+00:00,7,primary-school,,0.0,,0,2020-04-13t06:05+00:00,rec-43694,brett,c,doyle,f,26/12/2013, 1351  sidonia  road  balkebah ,baynton,3444.0,vic, 03  7946  8590 ,brett.doyle@hotmail.com
c199973913,7, 5065  32705  1  3 ,married,112,34,27,71,204,0,occassional-premature-ventricular-contractions,2016-11-11t19:15+00:00,11,primary-school,,-9999.0,,0,2020-07-03t11:23+00:00,rec-65665,lois,danyalle,bowman,f,09/08/2009, 5  tiwi  gardens  road  tiwi  professional  suites ,tiwi,810.0,nt, 08  8421  6300 ,bowman.lois@mail.com
i157317345,14, 9470  67313  1  3 ,not-married,154,74,31,77,152,0,fainting/dizziness,2017-12-11t08:22+00:00,17,senior-secondary-school,casual-worker,-9999.0, 8123  5359  4820  5367 ,2,2020-05-21t06:15+00:00,rec-95062,james,russell,hollowell,m,31/07/2003, 14  hobart  road  aldersgate  home , kings  meadows ,7249.0,tas, 03  3167  5785 ,james71@yahoo.com
h106155836,5, 6269  10068  1  2 ,married,111,26,21,75,278,0,l5-s1-herniated-disk,2012-06-23t20:49+00:00,14,secondary-school,,4838.176525560264,,0,2020-06-27t15:34+00:00,rec-31138,nicole,mary,harte,f,15/09/2006, 760  badgery  road  keronga ,cowra,2794.0,nsw, 02  0378  8839 ,nicole61.hotmail.com
a151819561,8, 1071  73048  2  2 ,married,138,37,19,72,167,0,right-eye-cataract,2020-05-13t16:20+00:00,8,primary-school,,0.0,,0,2020-05-09t03:12+00:00,rec-81554,mark,jace,eastes,f,23/11/2012, 123  shiells  lane  joyces  ck ,newstead,3462.0,vic, 03  6589  7315 ,mark93@mail.com.au
i170279835,14, 7503  93601  2  2 ,not-married,145,83,39,77,199,0,dry-mouth,2018-12-07t11:24+00:00,16,senior-secondary-school,casual-worker,0.0, 2169  3387  0508  6788 ,3,2020-03-16t11:03+00:00,rec-41147,mark,richard,york,m,26/03/2004, 868  old  calder  highway  keilor  retirement  village ,keilor,3036.0,vic, 03  4313  2665 ,york.mark@aol.com
a184879184,16, 7545  24581  1  3 ,not-married,166,-99,26,76,166,0,worsening-osteoarthritic-pain-left-shoulder-region,2019-06-13t08:12+00:00,17,senior-secondary-school,casual-worker,1641.7571826644323, 0542  5123  7698  8551 ,2,2020-03-19t06:09+00:00,rec-87271,thomas,rajkumar,phelps,f,02/02/2003, 4  pacific  highway  opal  cove ,korora,2450.0,nsw, 02  3624  8980 ,thomas18@yahoo.com
a184879184,16, 7545  24581  1  3 ,not-married,166,-99,26,76,166,0,worsening-osteoarthritic-pain-left-shoulder-region,2019-06-13t08:12+00:00,16,senior-secondary-school,casual-worker,0.0, 0542  5123  7698  8551 ,2,2019-06-10T03:50+00:00,rec-87271,thomas,rajkumar,phelps,f,02/02/2003, 4  pacific  highway  opal  cove ,korora,2450.0,nsw, 02  3624  8980 ,thomas18@yahoo.com
f186801024,11, 4664  16005  2  3 ,married,147,38,17,73,291,0,low-energy,2019-09-19t23:54+00:00,12,secondary-school,,0.0,,0,2020-04-07t16:26+00:00,rec-61136,james,john,pinter,m,05/01/2008, 3  belmore  street  branwood  park ,gulgong,2852.0,nsw,,james77@mail.com
f130676209,12, 5702  14356  2  3 ,married,146,57,26,78,132,0,low-energy,2017-11-01t04:14+00:00,15,secondary-school,,0.0,,0,2020-03-03t11:35+00:00,rec-45145,june,c,rutledge,f,02/03/2005, 81  willandra  road  willandra  vlge ,cromer,2099.0,nsw, 02  2255  4774 ,rutledge.june@hotmail.com
f130676209,12, 5702  14356  2  3 ,married,146,57,26,78,132,0,low-energy,2017-11-01t04:14+00:00,11,secondary-school,,0.0,,0,2016-01-23T09:15+00:00,rec-45145,june,c,rutledge,f,02/03/2005, 81  willandra  road  willandra  vlge ,cromer,2170.0,nsw, 02  2255  4774 ,rutledge.june@hotmail.com
a132700024,12, 2081  25661  1  3 ,not-married,158,37,14,68,121,0,anemia,2015-03-13t06:43+00:00,17,senior-secondary-school,casual-worker,0.0, 4735  6140  3892  5686 ,2,2020-06-02t16:55+00:00,rec-54616,franklin,patrick,kafiti,m,21/08/2003, 1  macdonald  street  flanagan's  bar ,kalgoorlie,6430.0,wa, 08  2478  0096 ,aknfgcgqbk@mail.com
a133337274,12, 6820  35664  1  3 ,not-married,149,38,17,72,172,0,episodic-loc-of-several-seconds-duration-on-two-occasions-with-a-fall.,2016-12-03t23:41+00:00,16,senior-secondary-school,casual-worker,-9999.0, 2203  1844  2485  2361 ,3,2020-05-22t03:25+00:00,rec-98628,wayne,alexander,puryear,m,28/10/2004, 7  the  esplanade  seafarers  mission , north  shore ,3163.0,vic, 03  3376  9526 ,puryear9@mail.com.au
i101638338,15, 9207  42686  2  3 ,not-married,166,68,24,81,145,1,left-eye-cataract-surgery,2017-03-05t10:10+00:00,18,senior-secondary-school,casual-worker,0.0, 4159  2170  5107  4401 ,1,2020-06-24t15:01+00:00,rec-60260,gloria,kahn,westbrook,f,22/05/2002, 1  dallis  court  dallis  park ,murwillumbah,2484.0,nsw, 02  5904  3791 ,gloria.westbrook@mail.com
g116733537,11, 5709  82829  1  2 ,not-married,146,44,20,67,128,0,transient-ischemic-attack,2015-10-15t02:43+00:00,16,senior-secondary-school,casual-worker,0.0, 6000  3726  4501  7379 ,3,2020-05-14t04:40+00:00,rec-34563,darlene,francis,montague,f,02/05/2004, 1  auburn  road  green  valley ,chinchilla,4413.0,qld, 07  8258  2922 ,montague.darlene@aol.com
